100000 99999
412 10593 96
412 20694 59
412 22670 64
412 37793 81
412 43362 13
413 91496 86
414 37936 96
415 37415 36
416 77694 90
418 16065 44
419 53330 21
419 64509 10
419 78761 93
421 50437 13
422 73644 56
423 66325 86
423 82714 40
425 99510 17
427 98022 40
427 36626 50
428 49574 80
429 58611 27
430 39494 6
431 79808 7
432 24023 82
433 29302 44
434 63621 23
436 65636 18
437 48129 27
437 74994 95
437 86242 71
439 42351 5
441 40861 68
442 59665 19
446 63628 53
447 1819 38
448 46206 66
450 21469 68
450 16220 35
453 75550 46
457 12049 69
457 80942 98
458 49510 65
460 59601 55
461 64091 94
462 36529 52
462 31693 54
463 90174 81
464 20145 59
464 57618 5
466 50919 7
466 67867 100
467 84729 55
467 63194 13
468 69481 23
468 18487 7
468 73054 44
469 35747 93
469 19226 49
469 35615 22
471 80547 26
473 78019 48
475 4582 19
477 92897 62
479 50585 42
479 86269 74
480 68702 5
482 39909 26
484 82405 8
485 37539 92
485 40965 37
485 65677 16
485 52182 54
487 30537 62
487 14176 5
488 56915 63
488 83283 66
493 27096 30
494 61265 4
494 81883 48
496 45281 21
496 46575 29
497 1403 10
499 50131 42
501 1173 28
501 73324 47
502 87726 50
502 86300 13
503 75092 44
504 47113 13
504 75021 26
504 52318 42
504 27383 9
505 69873 81
507 72014 74
507 89056 31
509 16238 17
509 99442 58
513 21212 31
514 96364 82
516 12820 66
517 30959 6
518 21265 45
519 45735 91
520 70556 78
521 42264 1
521 45852 73
521 52306 43
527 52235 38
528 25391 46
529 58165 2
530 56554 5
531 84901 75
533 61479 23
534 15906 6
535 90761 57
536 73844 75
539 2075 5
540 48988 97
541 69995 61
541 38787 67
544 46658 64
546 70832 15
547 40885 66
547 49825 40
547 60844 9
549 3413 92
551 48240 100
552 14050 9
552 98288 43
554 82584 66
554 73366 6
555 86683 17
558 90242 7
558 33148 20
559 10124 46
561 41128 61
561 94840 85
562 29794 22
562 62051 36
562 67988 31
564 87162 89
567 322 85
568 48833 93
568 93688 88
570 24379 26
570 78448 5
571 67616 72
574 4407 45
576 45387 82
577 36197 58
577 36098 11
578 64239 29
578 75533 54
578 73726 94
579 63190 48
579 22478 32
580 24766 52
581 79214 89
582 9574 90
585 91457 70
586 5453 64
586 80711 3
587 59307 49
588 91981 38
588 22955 76
588 43764 55
589 9424 57
590 19665 41
593 57869 55
593 64230 7
593 47465 17
593 19399 33
594 67216 67
595 39279 63
597 1718 43
597 77414 25
598 74781 78
599 13181 39
602 81777 15
603 28598 89
604 13677 99
605 46016 40
605 44438 79
607 59201 20
607 85459 53
608 96559 97
611 27864 93
611 77606 19
611 5280 15
611 61541 65
611 11159 81
613 70109 59
615 39628 57
615 70373 45
616 21394 95
616 87946 94
618 1812 8
618 89506 13
620 70940 31
622 66963 74
623 90968 29
623 59549 15
624 11872 33
624 43775 5
624 6662 11
625 59704 89
627 46476 7
628 39452 32
629 22052 21
630 64588 84
631 20958 67
631 42639 36
632 46753 22
632 29307 50
633 48591 100
633 33691 67
634 66291 1
634 71913 31
636 28707 29
641 82081 8
641 72549 98
643 33296 43
645 41618 80
646 92006 90
648 95873 46
649 10416 39
651 29171 8
651 51760 78
652 31070 10
652 90577 88
656 80010 7
657 51637 15
658 40615 14
658 30099 75
659 9177 9
659 88624 83
661 50132 53
661 75131 27
662 27806 70
663 64659 79
664 88037 59
664 94524 5
665 28098 99
665 34754 81
667 77939 77
671 2513 94
671 418 15
671 21191 9
671 76787 80
674 30361 53
674 29139 80
675 4350 92
676 6336 35
678 79648 12
682 15525 71
683 88402 55
684 66070 77
684 89325 65
684 44875 37
686 38035 69
686 27454 58
687 39431 5
688 51517 38
689 78632 59
690 4068 21
690 79744 14
691 48450 18
692 26541 19
692 73493 3
695 16170 47
695 74745 38
696 1694 94
697 99047 33
698 11136 39
699 9906 73
699 38962 87
702 29287 37
702 66069 79
704 81716 6
704 64718 61
704 62946 22
706 47585 6
707 11746 85
707 1207 36
709 39405 91
709 55327 21
710 5098 37
710 83769 65
711 56213 99
712 75476 14
712 97933 100
714 7183 71
715 29701 56
719 25608 67
719 52039 43
720 26911 15
721 86756 4
721 84913 80
722 55396 13
722 87805 59
722 24521 70
723 49710 37
724 47202 52
729 74605 6
730 36295 58
731 24392 61
733 71426 19
734 24311 30
735 41993 43
735 11627 58
735 76980 21
737 31540 2
737 89673 50
738 23680 40
738 53522 96
739 47636 35
739 62653 78
740 72571 9
744 33586 63
745 11668 10
747 66814 9
747 13776 40
747 48205 83
748 53433 83
748 86251 82
749 22148 80
751 62688 30
752 49889 6
752 54103 35
753 57878 35
754 66037 3
758 65382 1
759 70212 31
760 16050 93
761 24834 60
761 37059 20
761 91294 12
764 48516 61
764 16739 87
766 96613 56
770 76706 82
773 70665 74
773 99401 7
774 42341 76
776 46677 89
776 9209 28
778 12048 36
779 14302 98
782 25720 47
782 14666 16
788 5889 86
790 76382 93
790 43639 48
791 57883 9
791 68273 66
793 32387 69
793 58049 93
793 80571 42
794 40162 91
794 92920 6
798 66177 81
799 23554 37
799 63582 11
800 50139 51
801 80104 50
802 12834 33
803 40420 69
803 69414 81
804 67080 50
805 10733 15
805 81537 67
805 63011 20
805 52233 65
806 14647 53
807 7991 81
808 87902 60
809 85456 94
810 39421 97
810 39184 56
812 33956 88
812 65803 4
813 1865 69
816 68734 91
816 69857 89
816 98732 24
817 63935 75
818 864 32
818 67142 71
820 27106 91
820 57163 58
821 30645 55
823 11263 82
823 82192 25
824 94502 55
824 52500 30
825 17694 17
827 48474 98
828 14336 36
829 97159 65
830 24162 91
832 24230 10
832 83864 14
832 86309 91
836 74863 85
838 64477 22
839 72643 7
840 61594 4
841 30563 6
842 45398 99
842 74200 59
843 45388 6
846 7261 68
847 37334 84
847 23385 69
849 68363 30
849 74145 95
850 72958 86
850 98901 2
851 93616 46
853 2634 45
854 138 90
855 45042 42
856 53851 17
856 78677 56
857 9761 90
859 33269 28
861 63664 7
862 10214 19
865 83067 60
866 90228 96
866 28234 87
867 12035 74
868 22665 50
869 34269 53
870 57797 73
871 25322 11
871 86386 50
872 43915 28
872 11171 3
873 8516 66
873 58755 15
876 16882 81
878 42030 1
878 16006 29
880 34834 91
880 13203 40
883 54633 31
884 52392 17
884 56568 36
884 38415 98
885 9460 23
887 55458 36
887 75482 42
888 58916 25
888 84428 89
889 53130 90
890 35141 48
890 71004 85
891 54404 83
891 11542 40
892 9247 24
895 24954 45
895 64964 37
896 37891 19
897 48506 55
898 53761 54
900 40509 18
901 40100 42
901 70131 14
901 3603 30
903 85546 94
903 7217 44
905 14800 15
905 22464 53
905 58628 65
905 86158 31
906 13760 92
906 76357 39
906 7508 86
907 31652 92
907 20974 6
909 30172 99
909 95309 7
910 48716 47
910 64172 14
911 73420 32
913 71984 18
913 16327 4
913 91085 96
913 50138 73
914 30711 20
914 42454 70
915 74297 99
917 35515 59
918 37966 90
918 84347 88
919 79300 61
919 19502 65
920 19770 67
920 41634 91
920 15171 63
922 78056 76
923 22810 63
923 67526 87
923 50317 79
925 16533 19
927 13157 21
928 89771 17
928 87845 54
930 34049 16
930 6473 18
930 26027 35
931 92576 28
932 45708 35
933 5126 67
934 8133 6
934 70287 2
934 46028 24
936 97679 3
939 25052 40
940 79884 19
941 57598 75
941 12300 38
941 40365 49
942 14366 76
943 9811 75
944 3983 26
944 65055 27
944 73842 1
945 20398 63
945 31606 16
945 1460 56
946 44280 66
948 41787 30
949 80701 24
949 58630 55
949 62552 14
949 66433 99
950 11670 91
950 55524 1
952 90083 24
952 24291 59
954 26368 98
956 92455 67
957 80932 79
957 58606 33
957 87083 95
959 73479 64
960 47883 38
966 60523 97
969 55553 39
970 43812 24
970 93253 84
971 33664 38
972 8922 10
972 47312 79
973 13803 53
973 37947 46
975 58304 34
976 26002 69
976 35444 13
976 91168 26
979 89789 60
980 67723 60
982 73486 71
983 61680 15
983 94762 99
985 6317 90
987 87256 90
988 79485 68
989 24864 81
989 65010 68
989 24338 10
990 90085 25
991 8823 9
992 61034 54
992 64628 17
993 56719 58
993 53218 62
994 29332 52
995 49645 58
996 30170 88
997 17907 95
998 53205 83
998 92928 11
998 99364 22
999 58110 58
1000 16603 35
1001 15717 42
1001 16300 17
1001 18282 36
1001 96405 8
1002 45117 15
1002 44658 95
1003 62135 20
1004 34404 37
1006 2164 43
1006 23408 67
1007 34160 69
1008 31682 81
1009 52985 41
1010 91822 76
1010 76407 18
1010 32781 33
1010 57842 12
1011 14058 55
1011 85637 55
1012 18924 7
1012 74279 81
1012 17184 42
1012 18715 53
1012 79689 51
1013 38932 68
1016 39626 94
1017 65108 23
1018 44030 93
1018 84203 25
1019 30349 92
1024 59398 5
1024 14805 51
1025 39051 47
1025 70635 45
1027 69142 45
1030 9073 23
1031 40722 58
1031 71258 79
1032 44931 51
1032 59783 21
1033 46983 3
1033 11846 19
1034 24096 53
1037 64723 5
1038 32329 25
1041 5584 48
1044 50708 12
1045 84139 39
1045 36009 1
1046 28228 72
1046 65652 39
1046 84956 74
1047 4039 79
1047 41088 3
1048 39319 6
1048 94087 65
1049 44513 35
1051 42635 31
1052 29157 3
1052 92442 16
1053 1265 57
1054 99015 35
1055 51423 64
1055 99271 36
1056 79342 47
1058 10014 33
1059 96539 21
1060 68119 71
1062 44539 20
1062 73006 28
1064 31356 43
1064 37895 64
1066 3275 11
1068 94349 41
1069 7584 60
1069 33424 31
1071 70231 48
1074 33019 4
1074 75330 53
1074 87391 81
1075 20850 11
1076 69674 94
1076 34921 62
1077 66990 10
1077 24693 94
1078 64214 99
1078 38886 61
1079 68033 34
1082 29220 75
1082 36194 91
1082 61864 88
1083 11254 19
1085 72717 68
1086 66805 39
1088 5750 89
1088 71415 7
1090 73229 9
1091 48416 44
1093 51734 40
1094 83164 73
1096 16391 20
1100 39739 90
1100 52707 78
1100 6850 75
1101 10036 22
1101 25081 80
1104 17214 17
1106 30168 96
1111 36344 20
1111 77762 99
1112 34843 44
1113 25726 22
1113 68946 12
1115 46201 18
1118 12622 14
1118 55588 97
1118 83758 35
1119 86131 1
1119 71926 32
1120 53349 43
1120 70893 80
1121 48534 46
1121 56042 53
1124 17544 32
1124 58858 89
1124 86923 22
1125 12648 21
1126 8792 36
1126 4553 47
1127 29351 82
1127 82759 100
1129 24901 32
1129 74400 69
1131 93400 77
1132 98535 24
1134 8907 73
1135 55103 96
1136 68843 5
1136 77791 12
1137 688 1
1138 66668 25
1138 28097 57
1138 86398 67
1138 87688 46
1138 53197 61
1142 11918 37
1143 15201 97
1143 83512 80
1144 78399 43
1144 29456 28
1145 57118 11
1148 59648 91
1149 50896 80
1149 98668 39
1150 30587 40
1151 83246 24
1152 65971 23
1152 97132 100
1154 65397 22
1155 26306 14
1158 54212 2
1161 13297 3
1161 56691 19
1162 3411 30
1164 74154 17
1164 86071 86
1165 61336 96
1166 49745 87
1167 21623 29
1168 68240 38
1168 25631 78
1169 41876 80
1169 43074 96
1169 52381 77
1169 28425 57
1170 93143 64
1170 29512 44
1171 56256 39
1171 49197 87
1173 51720 82
1174 47639 41
1174 72710 86
1175 42504 69
1177 43129 29
1177 15427 93
1181 20989 7
1181 5201 78
1182 22687 12
1183 70210 61
1183 72918 10
1184 43420 30
1184 80277 74
1185 60267 87
1187 28150 27
1188 38718 33
1188 85589 27
1188 14695 24
1189 11617 92
1189 69059 100
1190 38053 89
1194 26563 30
1194 78062 91
1196 19755 50
1196 67956 60
1197 47648 78
1197 96770 58
1199 82687 49
1200 41210 55
1202 77531 42
1202 49246 53
1203 48304 21
1204 24499 80
1204 94184 16
1204 33374 89
1205 43154 9
1205 53473 77
1205 99900 59
1206 28637 69
1206 98652 29
1207 77718 96
1207 47643 90
1207 74009 44
1211 28681 49
1212 2867 79
1214 61874 48
1218 32690 96
1219 69231 63
1219 78625 80
1220 75860 18
1220 96861 97
1223 3630 46
1224 1921 21
1228 20166 34
1228 69585 90
1228 74686 11
1230 25842 55
1232 32580 83
1233 4632 99
1234 14044 51
1234 33161 44
1234 90837 60
1234 70042 33
1237 13953 9
1237 95151 86
1237 16320 29
1238 72572 32
1239 17305 33
1239 84743 40
1239 85854 49
1241 38110 41
1241 84164 33
1242 52600 42
1244 4395 23
1244 6163 78
1244 26469 51
1244 10535 94
1245 79007 99
1245 66648 63
1247 9896 96
1248 62512 56
1248 72302 92
1248 89672 26
1250 50535 59
1251 44952 67
1252 75105 6
1253 38255 58
1254 58393 53
1255 29337 28
1256 53588 98
1258 96461 50
1259 11883 51
1259 24396 41
1259 30550 58
1259 82828 58
1259 92583 22
1260 43046 21
1261 26023 63
1264 22377 44
1265 20546 10
1265 51086 29
1265 86762 65
1265 77890 72
1266 40474 1
1267 44437 82
1268 69112 70
1270 13425 96
1270 20149 11
1270 98660 88
1272 9335 49
1272 48963 60
1274 87454 81
1275 41755 68
1275 56466 22
1275 76963 76
1275 91691 61
1275 97384 17
1276 51647 8
1276 42595 45
1277 38590 28
1277 78443 1
1279 3416 82
1279 90724 80
1279 89410 2
1282 60462 33
1284 38533 18
1287 33011 88
1289 127 99
1289 51582 87
1289 37848 41
1290 94547 84
1291 40288 16
1291 78245 73
1292 77800 96
1292 16589 98
1293 8860 3
1293 23182 67
1296 9900 84
1296 54800 12
1296 53811 14
1297 63710 20
1298 18463 5
1298 77132 6
1300 99631 16
1301 49107 24
1301 75988 41
1305 98226 68
1307 2925 71
1307 76805 19
1307 25694 29
1308 17440 99
1309 46647 99
1311 24213 73
1312 12027 5
1312 9471 78
1312 69472 16
1312 95538 7
1313 37660 11
1313 71060 42
1314 63004 7
1314 13540 14
1315 66126 49
1315 4259 83
1316 3174 42
1317 16081 45
1318 46170 61
1319 6436 39
1319 66761 80
1319 69014 45
1319 2307 99
1320 12315 74
1322 18922 73
1328 92828 33
1328 95808 95
1329 65698 84
1330 17311 9
1330 1010 78
1332 4120 20
1332 33884 61
1332 71738 71
1334 50422 23
1337 33496 74
1337 65572 93
1337 67038 19
1338 84365 50
1339 35767 21
1339 41248 17
1339 57627 47
1339 67670 40
1341 67006 40
1342 39716 48
1342 80356 34
1343 77053 95
1343 95494 3
1348 21348 58
1348 8568 12
1348 21005 32
1349 27290 71
1350 87151 55
1350 5160 3
1350 58615 65
1351 20210 83
1353 78922 86
1354 15043 92
1355 2091 46
1355 86054 42
1358 99068 57
1361 54214 6
1362 99538 56
1365 81771 85
1365 91428 11
1366 53728 60
1367 31602 58
1367 17543 48
1367 41518 78
1368 24796 1
1368 69561 83
1370 46549 5
1371 12271 74
1371 90405 1
1372 59727 85
1374 53215 29
1374 48961 95
1376 13267 21
1376 21896 94
1377 57059 76
1378 70245 25
1378 90008 53
1379 64144 76
1382 18698 54
1382 32328 91
1385 15844 97
1385 73942 50
1385 85625 14
1386 49137 44
1386 73938 98
1386 6598 75
1386 64263 81
1387 26031 15
1388 7390 49
1389 29127 72
1390 26694 82
1390 31952 31
1390 17074 19
1393 51056 57
1394 52729 98
1395 29576 26
1395 68050 74
1397 8748 60
1398 14190 100
1398 56542 59
1398 84358 41
1398 14652 7
1399 61316 96
1399 6338 8
1399 60598 41
1400 40945 7
1403 31299 19
1404 9407 46
1404 17822 1
1405 21305 21
1405 88733 41
1406 63586 8
1408 10855 34
1410 25830 28
1412 20472 60
1412 3619 67
1413 48265 8
1415 40723 32
1417 77546 93
1418 63355 7
1420 90482 58
1421 46883 78
1421 83791 82
1421 71711 13
1422 53043 66
1424 83321 64
1425 68630 34
1425 95910 95
1426 52981 68
1427 98966 30
1428 82952 67
1431 16554 89
1431 1234 6
1432 69755 42
1434 13245 62
1434 46330 66
1434 40203 59
1436 35995 86
1436 2243 8
1438 71349 96
1439 34904 4
1439 75716 23
1441 14194 61
1441 6078 27
1441 54123 81
1442 7946 9
1443 4459 45
1443 54022 31
1445 42092 35
1445 51073 65
1445 20729 39
1446 56700 65
1448 33915 30
1448 80184 47
1449 12923 73
1450 16592 34
1450 55759 63
1451 19304 99
1451 49821 44
1452 85468 86
1453 41700 1
1453 71924 52
1454 94062 62
1455 61689 13
1459 36055 77
1459 48333 51
1459 1187 18
1460 84108 33
1461 46910 68
1462 17428 6
1463 51989 67
1463 47066 87
1465 6303 37
1467 510 82
1469 44570 68
1470 16647 12
1470 63636 11
1470 76616 56
1471 60436 12
1472 11675 4
1473 25539 38
1474 8395 15
1477 21008 52
1481 23499 32
1481 36212 47
1482 68654 78
1483 25787 18
1486 98120 43
1487 16232 27
1487 86449 31
1488 76125 81
1489 31156 16
1491 11702 16
1491 87396 34
1491 56838 46
1495 72238 2
1495 2828 36
1496 58594 38
1497 90212 41
1498 6290 89
1498 40186 75
1499 38577 62
1499 87170 85
1499 90634 3
1500 3120 12
1501 30861 100
1501 67181 46
1503 60043 51
1503 22637 50
1505 33844 50
1509 20448 1
1510 23639 66
1510 33012 70
1510 65319 6
1512 9219 77
1512 54365 78
1514 33331 60
1515 99699 96
1515 87216 16
1516 63113 53
1517 16139 66
1517 20142 59
1518 99083 31
1519 36686 81
1520 47209 55
1522 82857 45
1522 36331 56
1523 80763 77
1523 67215 31
1524 31020 42
1524 78063 29
1524 4484 54
1524 38162 11
1525 36984 12
1526 4869 78
1527 70721 48
1528 19248 71
1528 71350 86
1528 96483 37
1530 38927 86
1531 40801 28
1531 58562 24
1532 95403 58
1534 67698 18
1536 76406 8
1537 77789 17
1538 8769 45
1538 24343 63
1539 49520 56
1539 82746 67
1540 34022 3
1540 51003 45
1540 51855 37
1541 54177 72
1541 62571 48
1543 54375 23
1543 55125 41
1543 2016 10
1544 8984 47
1544 97294 43
1545 6901 37
1545 72683 44
1545 32875 21
1546 1583 26
1547 12557 48
1548 22279 79
1549 61765 8
1549 72802 74
1550 83637 24
1550 27885 65
1550 47978 54
1554 80498 98
1555 76629 67
1556 47242 58
1558 307 49
1563 66538 78
1564 96265 77
1565 69564 44
1566 34079 6
1570 37521 17
1571 33393 48
1571 47893 84
1573 12177 62
1573 63805 92
1573 79001 78
1574 59054 51
1574 6238 82
1576 33872 7
1576 10599 89
1576 62238 15
1577 98334 26
1577 51370 38
1578 50144 20
1581 84900 72
1582 19323 9
1582 27613 59
1583 35757 12
1583 84283 41
1583 8305 9
1585 78723 100
1585 2743 78
1586 15633 60
1589 22636 28
1589 68774 55
1591 53424 61
1593 67184 19
1594 79213 39
1596 36137 84
1597 56276 51
1597 80680 77
1597 20799 95
1598 83099 80
1598 63104 1
1599 92986 37
1600 1670 85
1600 35126 35
1602 67898 58
1602 76875 87
1605 89121 26
1606 73575 55
1608 95467 66
1608 27243 78
1611 51029 60
1612 83980 26
1613 59011 66
1614 25418 77
1615 67738 5
1616 24717 43
1617 51701 13
1618 20339 46
1618 29262 81
1619 9426 38
1620 64235 44
1621 80191 59
1623 38759 78
1623 65058 67
1623 26507 69
1624 41738 21
1624 63709 25
1626 42837 8
1626 9405 92
1627 8130 93
1628 59360 33
1630 91462 91
1632 64862 92
1632 75119 89
1633 61002 21
1634 47791 29
1635 8758 89
1636 75817 51
1638 45562 74
1638 36302 25
1641 6410 31
1642 328 98
1643 70311 80
1645 39777 100
1645 5844 80
1645 82993 91
1645 26615 12
1646 78002 69
1646 82664 72
1647 46334 47
1647 75943 84
1647 79043 13
1647 25092 90
1647 58726 23
1649 10274 75
1650 6221 92
1650 5157 57
1650 24254 14
1650 76973 94
1651 24532 60
1652 52952 13
1652 1445 10
1655 42377 35
1656 54801 49
1656 91971 69
1657 7170 40
1657 12563 17
1657 89215 30
1658 75751 94
1659 82198 54
1659 47676 76
1659 97364 2
1661 7799 6
1662 91736 66
1665 48301 86
1666 12399 68
1666 68552 94
1666 76205 74
1666 79521 8
1667 35258 53
1668 71585 7
1668 73912 81
1669 40763 74
1669 35134 36
1672 31594 61
1672 86996 73
1675 79496 68
1677 13334 87
1678 7297 10
1679 38056 15
1682 94401 82
1683 78256 32
1683 46974 16
1683 80683 26
1683 194 82
1684 24027 57
1684 48152 31
1685 15814 89
1685 41274 68
1685 49233 95
1685 96521 66
1685 71502 31
1686 28463 98
1687 87974 44
1688 75983 98
1688 22081 94
1689 25807 3
1689 87433 61
1691 26214 85
1694 94029 76
1694 67253 59
1696 59161 54
1697 48039 37
1698 8277 15
1698 69022 63
1698 73692 65
1699 92999 100
1699 74226 92
1701 66764 79
1702 67875 70
1702 52514 41
1705 51967 46
1705 56751 44
1705 21977 6
1709 73235 63
1709 4019 96
1709 16064 27
1710 26489 62
1710 76857 66
1711 17341 42
1712 20865 41
1713 13106 87
1713 67973 83
1714 12737 14
1716 89052 91
1716 82843 61
1716 67607 77
1717 25479 1
1719 39090 75
1719 78092 98
1720 36756 68
1721 51911 75
1722 3879 14
1722 5025 42
1722 19058 54
1722 26130 60
1723 66166 3
1724 2780 85
1725 14344 52
1725 50094 13
1725 96430 39
1726 50714 56
1729 44448 20
1729 29138 83
1731 67844 62
1734 83336 12
1735 70170 97
1736 4130 32
1736 15807 31
1737 19041 89
1738 81263 4
1738 73639 70
1738 6793 60
1740 84257 55
1740 99996 49
1741 4310 99
1741 47434 50
1742 86740 14
1742 63763 78
1742 99105 37
1744 70712 29
1746 30868 90
1746 58397 4
1747 11767 91
1748 19140 88
1749 58210 3
1750 91143 4
1752 48425 60
1752 61898 2
1752 5268 63
1752 95604 34
1753 80885 39
1753 10636 92
1754 32878 78
1755 24404 25
1755 69807 57
1756 24220 99
1757 11725 82
1761 64229 25
1762 60478 94
1763 12394 94
1765 50151 83
1767 35577 20
1768 54384 31
1768 34214 88
1771 61744 16
1772 44893 26
1772 99149 28
1772 83836 58
1776 24215 22
1778 38193 86
1780 54682 45
1780 79639 88
1781 9489 67
1781 62635 53
1781 90495 14
1782 17527 22
1782 95213 67
1782 52016 34
1783 63326 90
1783 54951 24
1784 66867 15
1785 26776 4
1785 77444 78
1786 2422 98
1788 73508 69
1792 32063 37
1793 16860 44
1793 99469 79
1794 55602 92
1794 4363 26
1796 58600 92
1796 24208 5
1797 20051 22
1797 70606 63
1799 53225 18
