10000 9999
187 6776 37
187 8628 78
188 2224 50
189 7435 44
190 122 44
190 2798 35
192 4728 68
193 6409 63
193 5880 99
194 4747 14
194 3665 63
194 1871 53
195 1392 14
196 6688 76
197 1644 1
197 976 36
198 9633 15
199 1928 16
199 1762 99
199 6535 75
202 662 25
203 7225 59
207 9137 77
209 7195 49
210 9547 78
211 2070 20
212 3556 8
213 525 1
214 2857 70
214 8292 59
214 462 37
216 1823 43
216 7922 45
217 9492 67
217 4292 1
217 3075 33
218 1126 37
218 4798 1
220 8011 56
223 8106 100
227 8101 76
228 4250 2
229 1173 29
229 9691 35
230 7649 51
230 3393 89
232 635 10
234 1700 12
237 7914 80
237 9907 96
238 8561 86
239 7100 55
240 6676 56
240 8926 19
240 2330 18
242 2391 62
244 9368 45
247 6202 23
247 8889 70
248 3664 45
248 7344 1
249 3155 14
249 7784 10
253 9688 62
257 2232 78
258 2162 88
258 6767 42
259 2623 6
260 7963 95
266 7305 73
266 8510 26
267 6502 69
269 2895 60
269 2684 40
269 3692 73
270 2004 61
271 1877 74
271 7999 70
273 8894 3
274 1797 87
274 4594 49
274 2941 47
274 9993 46
275 2672 44
275 5553 71
277 344 19
277 8981 76
277 9489 3
278 8687 45
279 5761 70
280 2213 81
280 3426 30
280 6726 27
282 2424 76
282 2241 87
282 3930 28
283 9657 17
285 1298 8
286 3268 61
286 7302 79
289 5080 47
290 6397 15
292 1154 84
292 452 21
293 4116 50
294 2628 76
295 1314 63
295 1923 56
296 6201 64
297 6428 85
298 3373 94
298 7607 72
298 2955 97
299 3821 89
301 1115 73
302 2620 87
302 5023 29
302 6975 77
303 2025 90
303 9442 51
305 4013 23
305 5491 26
305 5549 93
306 2351 79
306 5433 72
307 1554 32
307 8420 74
309 9672 74
311 6840 72
312 6020 38
313 8210 18
315 3729 98
315 4258 59
315 1296 99
316 2587 26
316 6466 87
316 8136 9
316 1026 67
317 6752 3
317 6805 22
319 2601 69
319 6278 74
321 1201 12
323 5325 67
324 536 99
324 6082 28
325 1747 61
326 437 26
328 8993 86
330 9732 17
331 2035 59
331 9759 16
332 4856 12
332 3295 69
333 1945 75
333 2730 68
334 508 95
334 1025 46
335 23 38
335 2682 61
335 4159 35
336 5867 24
336 3454 23
336 5358 79
337 3111 63
337 5555 31
338 7761 65
338 404 11
339 7112 91
339 417 33
344 73 8
345 3994 36
347 9057 27
347 8027 84
349 6981 66
350 7888 33
350 3937 45
352 7679 23
353 1328 37
354 5693 47
354 8212 87
355 1841 34
357 3894 8
357 7307 88
359 9789 49
360 4986 99
360 5781 81
364 3093 68
365 8953 37
367 7381 81
368 853 12
369 5907 12
370 745 91
370 9884 48
371 5592 22
371 4339 50
371 983 12
371 7907 78
372 8724 53
373 7820 49
374 3974 6
374 8323 70
377 6778 34
377 4356 29
378 5924 65
378 7250 93
378 1734 40
378 2078 98
378 9458 35
378 2880 64
378 3115 91
379 6381 30
380 123 67
381 4344 70
381 5513 20
381 6116 14
381 8000 80
381 3379 16
381 9209 18
381 930 79
381 2283 92
382 1776 27
382 5883 68
383 3578 17
384 6120 79
385 8441 22
386 9837 95
386 9969 59
387 2383 40
388 2421 70
389 6690 10
389 9027 95
390 5148 100
392 1078 83
392 6557 24
392 9119 53
393 6825 33
393 3652 2
397 8988 70
399 3608 29
399 9188 34
400 6440 70
402 8201 59
402 8338 71
404 8820 85
405 2181 14
405 8870 88
406 2337 94
406 3305 39
407 4831 16
407 6181 83
408 8154 43
410 5525 55
410 6157 31
410 7350 49
410 6073 22
410 1130 79
411 9147 13
413 6615 68
413 8856 84
415 3016 100
415 3246 70
416 4025 8
416 7809 18
417 7118 25
418 1219 21
419 2673 84
422 3973 31
427 4001 84
429 797 52
429 9642 29
430 4601 40
431 7306 46
432 5820 25
434 8052 62
435 4740 66
435 6971 45
440 7316 79
440 3567 22
440 8683 61
441 9186 33
442 2602 35
442 8183 5
443 2212 87
443 1651 30
444 7205 24
444 9703 21
446 1132 51
447 8691 1
450 653 60
451 1020 44
452 6799 85
455 5893 59
458 8713 70
460 5174 20
460 4371 18
461 3212 68
461 3234 59
462 7114 74
463 7406 98
464 1688 21
464 5228 54
464 8288 80
465 3469 98
466 4812 23
467 5373 54
467 5676 99
467 8830 33
468 7437 28
472 694 60
474 210 87
476 9523 1
478 6837 86
479 221 96
481 7390 44
481 7418 19
481 8546 89
482 6005 15
482 7571 81
486 1318 63
486 6371 4
486 5464 22
487 733 10
488 3325 4
488 4376 70
489 6481 77
490 94 3
492 5266 12
492 1217 74
493 3631 79
494 846 33
495 7049 86
495 1613 62
497 526 59
497 8219 32
498 3780 63
498 4850 43
498 8915 50
499 8501 24
500 592 19
500 7427 72
502 100 15
504 7884 25
506 7319 2
507 195 65
509 2844 75
514 5235 66
516 6052 7
517 8825 47
518 7500 98
522 2659 70
523 697 43
524 8208 50
524 8332 43
525 1037 33
525 4094 4
526 2011 3
527 7555 84
529 5477 75
529 25 71
529 6761 95
530 8489 78
531 5946 8
531 9730 19
534 1302 63
534 6054 49
535 6399 28
539 7078 69
540 1982 25
540 6998 46
541 7069 24
542 3290 93
543 2959 50
544 1786 70
545 3548 58
548 5384 42
548 5721 72
549 1498 34
549 3357 14
550 5906 43
551 4538 13
551 3671 80
551 1221 80
552 3805 70
553 3945 23
554 2947 93
557 6926 46
557 5540 14
559 381 51
561 2585 86
562 145 1
562 6076 45
562 6976 29
562 6261 95
564 5921 91
564 2668 13
566 6193 24
568 7864 98
568 9309 51
568 2854 9
569 3150 4
570 5259 28
572 6885 72
573 4426 95
573 7493 9
573 7401 58
575 2877 34
576 7610 46
578 1864 24
579 4351 45
581 4873 82
582 1667 88
583 2343 91
583 8014 52
583 7685 32
584 1788 53
585 104 13
585 5717 72
586 1350 1
587 2963 5
587 5926 2
588 1210 20
589 2257 52
589 7893 34
590 9274 2
591 5066 98
591 6517 91
592 3569 14
594 801 63
595 3251 75
596 1164 5
599 1156 4
599 2797 67
599 2843 44
600 2414 63
601 7373 32
602 1587 50
604 2611 66
604 460 13
605 265 78
606 283 74
607 2199 9
607 2819 9
607 3612 35
608 7670 31
610 4842 69
611 7988 51
612 5061 51
612 7480 25
615 4638 40
615 8003 21
621 4168 39
622 3682 93
622 279 85
624 6423 81
624 9818 49
624 5978 20
626 8731 63
630 6306 82
632 3127 15
634 7196 69
634 2846 69
635 6486 81
637 5217 48
637 474 41
638 1946 93
638 1482 26
639 3858 53
640 208 42
640 4444 1
641 3941 69
642 6749 85
645 4992 39
646 4425 76
648 3384 99
649 1822 43
649 9139 93
650 6408 91
651 3297 21
652 3966 87
654 5593 1
654 174 33
656 7099 98
658 4345 21
661 4247 44
662 1857 88
664 2593 80
665 6534 28
666 5085 87
667 6405 75
668 3851 44
669 8153 15
670 1146 6
670 2506 19
670 4045 32
672 3862 84
673 9751 50
675 8676 12
676 3969 39
676 6962 75
677 4751 40
677 6851 56
678 5541 65
678 9036 91
679 7753 69
680 1507 75
680 8495 76
681 5434 17
682 3893 87
683 6948 86
686 4342 91
687 5377 42
688 3791 76
689 7880 39
689 3751 38
691 2430 33
692 7279 61
693 9108 17
696 3654 75
696 3043 8
697 291 69
702 8423 27
704 2182 28
704 4746 72
705 5121 65
706 9166 66
707 4109 18
707 8248 100
708 1191 30
710 8299 56
710 3143 80
710 8528 2
711 7341 52
711 5427 21
712 6229 37
713 8508 50
714 8270 58
714 9696 90
715 4586 57
715 2018 82
716 7738 12
717 9305 20
718 9800 71
719 6200 16
720 4424 26
721 1513 25
722 2254 46
722 3207 62
723 1597 66
723 4113 48
724 7872 3
725 4621 60
726 6290 68
726 2556 91
728 1223 15
729 3445 23
729 9839 79
735 2194 17
737 4084 94
737 507 53
738 4131 89
738 349 6
739 3649 54
739 9471 50
740 8165 55
742 1694 31
744 773 55
744 2913 76
745 2629 9
745 5301 8
746 4191 34
746 5769 77
746 6616 13
749 1334 22
751 6068 44
752 2575 60
752 5425 85
753 3108 2
754 4046 82
754 4520 84
755 4400 35
755 9051 24
759 6039 47
759 9215 56
759 9595 71
761 9007 55
762 1545 61
764 6939 2
766 1750 43
767 1379 27
769 6558 29
770 1054 50
773 2263 67
775 7010 7
775 4564 7
775 1817 16
776 9810 22
777 8275 81
777 8752 50
778 1300 2
778 3185 44
778 3551 15
781 9487 92
782 5245 49
782 7854 69
786 7818 43
787 8244 96
788 5222 46
788 869 97
790 6413 95
790 7751 74
790 5793 20
792 6695 46
793 3972 81
794 753 41
795 7816 59
795 1733 2
796 1215 29
796 9248 50
798 2732 2
798 8728 45
798 4712 57
798 3494 88
799 6659 80
800 5383 92
800 6365 23
802 1737 45
802 468 31
802 9723 64
803 1708 20
803 5853 63
804 6759 23
804 4571 87
808 9124 95
809 6387 66
811 1863 34
813 6283 54
816 7453 59
819 5437 7
820 4087 27
820 9619 23
820 1582 79
822 5931 12
824 3349 13
824 3015 56
825 5014 88
825 9114 94
826 1685 69
830 8234 94
832 3134 27
832 9031 19
832 6709 70
832 2375 33
834 6299 24
837 618 24
837 8281 67
838 1631 43
838 2306 84
839 2922 74
841 7460 17
843 5526 42
844 4301 30
844 5990 30
848 422 11
850 8228 52
850 6877 18
850 1271 44
851 6057 89
851 4767 27
855 8419 12
855 6575 33
858 6322 5
858 6746 92
859 6796 53
860 13 97
863 8576 45
863 9715 7
864 74 74
866 986 51
866 5639 28
866 3801 58
867 2863 58
867 8800 47
869 8279 53
870 768 50
870 3809 61
872 5306 10
873 2907 87
873 9590 47
875 6720 65
876 3225 49
876 7284 11
877 3628 50
877 2662 33
878 1663 31
879 3272 84
879 5328 19
880 2229 60
881 5558 95
881 7879 82
881 8739 88
881 2440 43
885 3539 75
885 6787 41
885 144 56
886 4844 60
887 735 74
888 9844 41
890 1333 20
890 5614 4
891 4749 53
892 9990 20
893 2983 98
893 4353 98
893 4382 34
893 169 25
894 8851 90
895 7858 5
896 624 86
897 4854 5
898 14 70
899 1977 24
899 8823 83
902 2813 82
903 9242 19
903 8426 35
904 9639 52
906 8452 79
907 3928 67
908 7495 92
908 1077 58
909 3735 79
910 9605 9
914 7976 61
915 2780 95
916 6919 87
919 4871 18
921 693 45
921 9528 59
923 3142 14
923 7330 58
924 4379 72
924 9409 94
925 1535 8
926 4162 88
930 6874 71
930 1441 26
931 7051 92
932 4904 56
933 405 72
934 7575 73
936 6028 61
936 9767 86
939 4574 38
940 2445 100
940 3006 60
942 2675 60
943 5099 95
943 3616 95
945 6854 70
945 6411 53
949 5355 14
949 9030 89
949 9777 91
950 7374 81
951 2651 7
951 867 78
951 5816 9
953 5011 31
953 83 13
955 669 21
955 1641 53
955 2696 89
956 2252 58
956 2264 25
957 3023 78
958 5142 80
958 6693 85
959 327 45
961 5701 42
961 9535 80
961 9445 18
963 4974 71
963 7521 55
964 4169 4
968 6326 81
968 1509 27
968 4676 97
969 4022 31
970 684 94
970 8297 26
971 5679 87
972 6355 33
973 3141 90
973 6189 18
974 1197 77
976 1129 74
977 5193 89
978 5958 80
978 6114 21
980 5657 76
981 2317 88
981 9888 80
983 2565 36
987 5739 53
987 6083 90
988 7789 75
990 82 68
990 9024 92
991 3559 54
993 59 28
994 5190 22
995 2784 49
995 6845 48
996 49 39
997 6839 8
997 274 62
999 3176 57
1000 53 79
1000 4902 34
1000 5778 10
1001 5405 13
1004 9263 27
1005 6281 55
1005 9037 100
1008 4533 27
1010 5237 83
1011 5960 53
1011 7180 30
1016 1592 46
1016 5514 72
1018 388 73
1020 4756 50
1022 3459 59
1023 8196 33
1023 9614 4
1024 9609 97
1025 7877 60
1025 8965 69
1025 1004 15
1026 6051 76
1026 2308 82
1027 3370 9
1028 4265 74
1029 7846 50
1030 3442 18
1030 826 82
1031 4514 77
1031 9816 16
1032 896 4
1033 8642 77
1035 7097 45
1036 95 18
1036 1113 44
1036 6604 38
1036 1845 35
1036 1761 24
1038 5210 58
1038 9202 6
1039 9 56
1040 1567 27
1040 2728 39
1042 6984 93
1043 1940 98
1044 9790 73
1048 4726 58
1049 5723 84
1049 4341 79
1050 5966 86
1055 519 19
1055 6165 31
1056 5557 3
1058 1019 83
1058 7811 23
1059 5428 15
1060 4138 81
1061 7938 34
1061 2853 9
1061 378 66
1061 7155 89
1061 1876 43
1062 1678 79
1063 7663 57
1065 5630 17
1066 3163 12
1066 7455 11
1066 3129 69
1066 2518 90
1068 9090 68
1068 6329 20
1070 5408 93
1070 7262 63
1072 1738 32
1072 1948 55
1073 2744 65
1074 3400 75
1074 8499 86
1075 9141 48
1076 1980 94
1077 8105 84
1078 3686 81
1079 64 68
1079 8393 25
1081 2128 41
1081 9413 32
1082 9224 86
1084 3790 58
1084 3831 12
1086 7601 20
1087 2222 68
1088 8378 43
1091 2636 27
1091 9866 76
1093 1541 6
1097 1463 21
1097 8465 46
1099 7276 94
1099 7088 80
1100 6921 40
1101 1810 66
1102 501 7
1104 8372 98
1105 3755 87
1106 3166 72
1109 2734 5
1109 6007 47
1109 1661 23
1110 7819 90
1113 395 55
1115 7721 61
1117 5836 66
1119 9291 100
1119 1997 5
1120 5117 33
1122 7434 54
1122 8828 99
1123 3428 89
1125 9085 50
1127 6132 3
1129 3716 67
1129 11 79
1129 9747 78
1130 4090 71
1132 1965 22
1132 6185 85
1132 9465 18
1133 303 50
1136 3920 9
1136 9570 89
1136 1674 17
1137 9974 53
1142 2478 17
1144 1446 68
1145 3200 56
1148 6040 24
1149 2203 23
1149 5839 21
1151 2304 67
1151 529 30
1152 6853 47
1152 9379 57
1152 302 64
1156 4035 31
1156 3358 52
1156 8042 47
1157 1403 20
1159 3057 59
1160 7106 56
1160 8684 22
1160 6705 30
1160 6501 88
1162 6488 65
1163 6338 81
1163 798 21
1164 2 85
1165 8039 60
1167 4111 85
1168 807 88
1168 7757 19
1168 7966 26
1169 1944 85
1170 3528 24
1170 3500 69
1174 1538 2
1174 2376 4
1175 6562 32
1175 9415 51
1175 6797 19
1176 8213 25
1176 9129 36
1176 8145 79
1178 7527 81
1181 4921 9
1182 263 43
1182 5246 64
1183 9804 59
1185 2904 11
1185 6022 39
1186 8721 93
1189 4229 78
1192 7347 61
1193 3592 6
1193 9675 70
1194 4221 91
1195 4870 25
1196 6754 78
1197 8740 64
1198 9623 5
1198 1275 34
1201 6960 80
1201 6927 45
1202 3320 73
1203 4036 64
1204 9300 22
1205 5327 58
1205 8785 80
1206 3285 98
1206 3854 18
1206 8446 89
1206 5902 44
1207 1336 78
1207 5320 17
1208 5255 31
1209 280 13
1209 4503 52
1210 137 81
1210 3208 90
1210 2196 59
1211 9210 25
1212 8504 54
1214 5122 83
1216 54 34
1216 6560 83
1216 7849 11
1216 8630 20
1217 6430 78
1217 7246 47
1218 7361 99
1218 2379 71
1220 2151 83
1221 4212 57
1221 6992 69
1224 923 63
1225 1670 2
1225 197 31
1227 8705 41
1227 5733 98
1229 6802 99
1229 4272 60
1230 6090 29
1230 212 59
1231 5542 35
1231 8405 83
1231 8478 50
1232 3002 27
1232 4828 20
1232 3554 61
1234 170 96
1236 8172 23
1236 4630 5
1237 2603 81
1237 6538 3
1239 2949 95
1240 8574 5
1241 2022 88
1242 4653 73
1244 4347 31
1245 2958 71
1248 152 53
1249 2310 52
1250 8565 63
1251 5917 37
1252 4648 58
1253 5094 20
1254 8358 58
1255 4375 91
1256 8030 40
1257 994 100
1257 129 63
1257 3398 13
1258 1577 85
1259 879 75
1259 9525 61
1260 8573 44
1261 8569 6
1262 3837 53
1262 8006 15
1263 627 12
1264 489 35
1265 5957 15
1265 458 39
1265 2737 38
1266 2055 81
1266 7699 33
1266 1629 93
1267 3825 28
1269 2916 27
1271 7144 46
1273 219 35
1274 7728 30
1275 3711 42
1277 4225 92
1279 2830 95
1279 7956 92
1280 1713 17
1281 2871 89
1282 5492 24
1283 47 36
1283 4072 17
1285 3351 88
1285 6834 23
1285 6460 84
1285 5573 59
1287 9507 81
1288 376 15
1291 7870 96
1291 6827 51
1295 4714 60
1295 6392 3
1295 9183 97
1296 3224 70
1305 1619 37
1306 1094 40
1306 7375 51
1306 4092 44
1307 6850 96
1308 3189 67
1308 9937 38
1309 7865 72
1311 2714 50
1311 7509 77
1311 2855 42
1314 7303 68
1316 266 61
1317 2489 99
1319 1313 82
1319 3222 23
1319 7807 55
1319 8416 47
1320 1696 20
1324 4490 2
1325 4319 40
1325 8163 84
1325 2202 15
1326 790 10
1328 6949 29
1329 586 46
1330 2562 41
1330 6210 27
1330 2606 69
1332 6360 64
1333 1288 75
1334 9827 37
1337 5905 16
1337 776 14
1338 744 44
1339 3298 24
1341 2638 54
1341 8811 45
1346 6006 69
1346 7137 81
1347 644 65
1349 1430 87
1350 1294 99
1350 7450 23
1352 3079 52
1352 4170 65
1352 3794 57
1352 8306 82
1353 425 45
1355 236 30
1356 7611 22
1361 1424 37
1361 1860 87
1361 9230 44
1362 2027 70
1363 1508 44
1366 5529 69
1372 4822 52
1373 5569 42
1373 5895 55
1374 1343 64
1374 2085 73
1376 8914 61
1377 2158 80
1378 827 95
1378 1938 43
1379 318 94
1379 3217 32
1379 9727 57
1380 6373 64
1381 7962 81
1381 5776 64
1382 9630 13
1384 7104 73
1386 7459 47
1387 153 35
1387 2812 13
1388 2957 36
1392 1590 18
1392 2758 42
1394 346 54
1397 4318 14
1397 8525 24
1398 9803 40
1398 6605 33
1400 8222 74
1406 4690 2
1406 2888 61
1407 2608 1
1407 4677 88
1409 6980 40
1410 8906 38
1410 4457 59
1411 4121 47
1411 6124 68
1412 1968 45
1414 8948 22
1415 5317 65
1416 4827 58
1418 1398 40
1420 1251 7
1420 8513 77
1421 677 81
1422 200 77
1422 8715 63
1423 6369 64
1425 71 72
1425 4238 70
1426 6308 93
1426 9988 26
1434 3563 4
1435 1964 92
1436 650 78
1437 7815 23
1438 7486 50
1439 8424 34
1439 9932 73
1440 3204 56
1440 4730 19
1441 1212 31
1441 7404 64
1443 4140 97
1444 6937 55
1444 6406 86
1447 9711 71
1447 7744 90
1449 8392 16
1449 6775 19
1449 9125 30
1450 3991 74
1450 4838 47
1452 8207 7
1454 1622 57
1455 9016 29
1456 1106 84
1456 5102 76
1459 572 42
1459 9010 35
1460 4544 54
1460 8766 43
1460 6014 100
1462 7391 14
1462 7544 54
1463 3261 98
1463 3352 28
1465 431 100
1466 1140 8
1468 1383 77
1468 3971 95
1470 2534 26
1471 3802 61
1472 6817 55
1473 5594 74
1473 9879 64
1475 8331 36
1476 7603 34
1476 9705 12
1477 7431 5
1477 3883 46
1480 2041 40
1482 2185 85
1482 7136 60
1482 794 73
1483 9353 75
1483 7120 96
1486 9405 67
1487 5523 89
1490 8903 95
1490 5985 86
1490 5511 19
1491 2044 2
1491 9744 86
1492 9264 27
1493 4252 13
1494 2088 5
1494 664 95
1494 1373 32
1495 3187 35
1495 595 87
1496 632 35
1500 1445 73
1500 3167 11
1501 9967 1
1502 2868 47
1503 8538 14
1506 5704 97
1507 2532 87
1508 577 19
1508 1491 87
1509 6653 66
1510 1743 95
1510 8479 75
1512 8425 60
1512 9127 25
1513 3153 76
1514 4508 3
1517 4618 81
1520 1519 35
1521 9902 56
1525 9834 40
1526 7389 61
1528 1501 41
1530 2622 30
1532 4985 34
1532 7454 13
1534 599 64
1536 1970 22
1536 2210 88
1537 2106 64
1539 4523 28
1540 9474 65
1542 5009 83
1543 9308 55
1544 7036 33
1545 7219 21
1546 5314 14
1548 3182 99
1551 6215 42
1553 2137 60
1553 4816 10
1553 7146 75
1553 4023 66
1555 1404 11
1557 58 26
1557 3288 2
1559 2789 54
1560 1303 60
1560 2786 71
1560 1414 87
1561 7233 30
1561 2460 73
1561 587 67
1561 8675 86
1563 4266 58
1564 6507 49
1564 7056 82
1566 320 70
1567 9656 56
1568 4081 95
1570 5337 61
1570 8255 85
1572 3333 70
1573 6292 37
1574 1751 31
1575 2404 92
1577 369 59
1579 185 10
1580 2589 95
1581 428 37
1581 7463 65
1582 9484 43
1582 4956 70
1584 3634 32
1584 3990 90
1585 4529 36
1591 7852 34
1591 1084 16
1592 1504 71
1594 6389 84
1596 2733 57
1596 4710 88
1597 4863 80
1599 1919 34
1599 130 49
1599 3121 53
1600 4994 33
1600 4291 82
1600 6988 24
1600 3717 18
1601 6045 19
1605 6386 42
1605 7669 81
1606 4210 44
1607 5583 3
1607 524 16
1609 5329 3
1609 8937 25
1610 2761 99
1610 1456 60
1611 5382 3
1612 2429 49
1613 6872 89
1613 5250 27
1614 3090 13
1615 7273 22
1616 6173 15
1619 1168 83
1620 1901 84
1620 6046 79
1620 5670 71
1621 5157 11
1622 7545 35
1623 429 9
1625 4232 11
1625 239 97
1626 1107 60
1626 6080 17
1627 7366 97
1628 8591 61
1628 9347 30
1629 2299 81
1629 4136 70
1630 8388 74
1630 759 59
1631 4839 10
1631 9721 45
1636 3527 45
1637 655 92
1638 2667 95
1638 4198 12
1641 6325 38
1642 3689 33
1642 7031 46
1643 3322 62
1643 88 9
1644 5019 11
1645 1270 75
1646 6424 71
1647 7666 10
1648 2307 87
1648 4942 97
1649 7222 19
1651 9960 50
1651 8124 23
1653 9193 25
1655 815 86
1657 2160 72
1658 3068 54
1659 9103 39
1660 9533 24
1661 7042 48
1663 4853 98
1663 6013 90
1664 6856 73
1665 8699 66
1665 2749 26
1665 1472 70
1666 4715 31
1666 8073 64
1666 3125 28
1667 7162 11
1667 3355 41
1668 8759 66
1670 5333 6
1671 4552 6
1672 8093 34
1673 2110 44
1674 5380 14
1677 2413 73
1677 8176 52
1678 7971 76
1678 8526 94
1680 1238 73
1680 7622 100
1681 3646 8
1681 6078 31
1682 1076 7
1682 897 82
1683 3232 38
1683 8900 13
1683 4464 18
1684 8776 39
1685 9287 97
1685 9724 79
1686 3798 82
1689 2893 14
1689 135 97
1692 6112 29
1693 8435 40
1694 4874 58
1695 1381 31
1696 486 41
1697 5586 99
1697 1512 29
1698 5520 21
1699 9185 68
1700 1027 17
1702 5674 94
1703 2309 82
1703 692 51
1704 7399 71
1705 4776 62
1707 9322 60
1708 1480 19
1709 2261 83
1709 7489 87
1709 5033 43
1710 3021 70
1711 2026 37
1713 6673 6
1713 6391 47
1714 5656 70
1716 4626 56
1717 6965 75
1718 1564 25
1719 2792 90
1721 2832 22
1721 9689 90
1722 6816 63
1722 6470 56
1723 3072 9
1724 6859 39
1727 9599 83
1728 5441 64
1728 1283 6
1731 4264 71
1731 3283 41
1733 7618 94
1734 8704 67
1735 681 6
1735 9251 74
1736 5463 16
1741 6940 62
1742 1834 85
1744 5455 75
1745 1544 48
1745 7426 75
1746 7145 31
1746 7156 73
1746 8692 15
1748 5364 79
1748 8464 84
1748 1802 30
1749 1531 90
1749 8366 26
1750 975 72
1751 8952 78
1753 7199 68
1755 1248 38
1755 7447 64
1756 7102 40
1757 3989 39
1757 8933 70
1758 980 51
1758 8644 54
1759 4446 78
1759 8056 29
1761 2702 31
1762 3482 53
1763 1200 25
1763 2189 10
1763 7719 78
1767 9087 13
1771 8241 100
1771 2918 1
1773 3827 30
1774 4192 24
1775 423 54
1778 925 41
1780 7926 19
1781 1714 75
1781 1242 73
1781 6130 87
1782 2656 97
1786 5470 21
1786 9365 7
1787 1851 51
1787 6317 58
1788 9782 33
1789 207 18
1793 4536 95
1795 9728 81
1795 931 10
1795 2741 13
1795 6041 51
1796 6798 75
1798 7958 16
1798 8375 81
1798 9039 27
1800 4950 64
1800 3510 73
1801 3274 41
1801 2219 1
1802 2993 13
1802 5483 14
1802 9421 61
1805 7995 22
1806 7578 59
1806 899 24
1806 4535 60
1807 5588 20
1807 2491 1
1810 1506 100
1810 8444 83
1810 386 99
1811 3214 82
1813 3466 43
1814 542 53
1814 1075 62
1814 9622 34
1815 1341 22
1816 8169 40
1816 7800 81
1817 8025 7
1817 1660 44
1817 8929 75
1818 3080 62
1818 8638 69
1820 2490 22
1820 8125 54
1820 8941 45
1821 6714 91
1825 5962 86
1826 3708 73
1828 4009 38
1828 8138 49
1829 5598 44
1830 5812 64
1831 8963 67
1832 2312 4
1832 9472 87
1834 6225 42
1834 1266 5
1834 4158 45
1835 6276 72
1837 763 85
1838 1301 24
1840 6011 42
1841 1556 40
1841 7632 54
1845 1448 97
1845 8431 59
1847 8797 23
1847 9280 3
1847 4000 15
1852 4014 69
1859 1339 3
1864 1016 14
1864 6916 45
1864 4699 63
1864 5825 73
1865 932 41
1866 5847 36
1867 8173 100
1867 7438 48
1868 2779 85
1868 4401 34
1869 3422 75
1871 1886 85
1873 4236 65
1873 6581 51
1873 8179 21
1874 591 88
1874 4237 7
1876 2505 38
1876 3540 1
1876 8159 82
1876 6918 24
1876 5067 89
1879 2473 87
1879 6929 40
1881 2579 55
1882 9190 2
1884 4249 46
1884 9206 60
1884 3942 77
1885 28 83
1885 4007 7
1885 1963 76
1886 3311 99
1887 206 73
1887 4091 80
1887 2341 38
1888 5650 68
1890 1009 78
1890 8065 72
1891 4832 33
1893 4604 18
1893 7791 50
1894 6342 33
1894 3661 61
1895 4450 79
1895 8829 77
1895 2350 97
1897 3346 9
1897 6366 45
1898 2519 48
1899 4239 79
1900 4608 41
1900 7588 1
1902 5287 39
1903 7065 99
1906 2597 46
1906 1406 94
1910 305 40
1910 6048 85
1912 1006 93
1912 9267 23
1913 9556 25
1914 3704 100
