25000 74994
140 20124 98
141 142 65
141 6022 29
141 5167 44
142 143 32
142 17870 53
143 144 12
143 17630 68
143 3129 17
143 6292 48
143 6999 20
143 7447 65
144 145 63
144 17485 83
145 146 34
145 4294 16
145 11446 83
145 16653 31
145 10564 51
145 18815 34
145 13172 77
146 147 20
146 14664 12
146 3099 16
146 8698 67
146 20679 19
147 148 80
147 15651 47
148 149 45
148 8326 72
148 13104 96
149 150 9
149 3214 6
149 13124 58
150 151 4
151 152 82
151 22058 93
151 5013 42
151 896 20
151 8146 22
151 6518 77
152 153 39
152 23180 2
153 154 67
153 21127 58
154 155 60
154 14877 63
154 9113 68
155 156 98
155 6861 20
155 23635 96
155 22831 63
155 2989 82
156 157 49
156 23878 14
157 158 16
157 22430 62
158 159 63
158 21762 49
158 17678 12
158 19001 13
159 160 60
159 9740 79
159 2626 83
160 161 40
160 15232 21
161 162 62
161 11735 79
161 8985 37
162 163 5
162 14054 54
162 20816 72
162 14015 37
163 164 97
163 25 85
163 8957 24
163 5257 29
164 165 42
164 19281 98
164 19893 47
165 166 7
165 21603 34
166 167 9
166 24281 38
167 168 53
167 21446 6
168 169 1
168 9037 4
168 7729 50
168 6375 54
169 170 34
169 6574 100
170 171 60
170 16304 31
171 172 53
171 3112 73
172 173 36
172 8972 21
172 9266 100
173 174 91
173 16595 88
174 175 75
175 176 91
175 3662 3
176 177 89
177 178 10
177 10289 17
178 179 8
178 2711 2
178 5985 11
179 180 68
179 8115 7
180 181 57
180 2708 73
181 182 90
182 183 22
182 6000 35
183 184 34
183 7109 77
183 23273 19
183 24897 92
184 185 73
184 22878 35
184 15681 66
185 186 6
185 21311 9
185 355 11
186 187 97
186 21009 78
186 13573 28
187 188 64
187 12501 62
188 189 5
188 9066 63
189 190 22
189 15249 17
190 191 9
190 23947 41
190 18800 1
190 8706 61
191 192 12
191 7042 48
191 3240 36
192 193 31
193 194 70
193 21012 3
193 14597 84
193 6340 51
194 195 73
194 19250 96
195 196 96
195 15602 32
195 14208 29
195 14999 46
195 15465 50
196 197 79
196 18170 45
197 198 12
198 199 49
198 24303 30
198 14023 75
199 200 23
199 13743 19
199 14275 73
200 201 35
200 11136 66
200 13183 34
201 202 39
201 10847 68
201 23018 100
202 203 15
202 1863 40
202 13367 97
202 17534 24
203 204 96
203 19100 35
203 24198 95
203 22675 35
204 205 70
204 4133 7
204 7668 16
205 206 74
205 14329 62
206 207 96
206 8319 68
206 7799 30
206 22399 8
206 23855 49
207 208 24
207 3976 94
207 227 29
208 209 26
209 210 71
210 211 6
210 309 56
210 24800 42
210 9166 63
210 10287 74
210 14347 14
210 2140 19
210 18196 69
211 212 96
211 17521 6
211 13163 28
212 213 91
212 10696 34
212 5377 41
212 16182 96
212 5464 14
212 11188 68
213 214 96
213 9308 31
214 215 18
214 7503 38
214 558 99
214 20582 82
215 216 26
215 15696 86
215 7733 95
216 217 27
216 2061 62
216 22395 23
217 218 28
218 219 76
218 20921 48
218 21279 75
218 1641 77
219 220 63
219 9921 81
219 7773 27
220 221 76
220 6702 26
220 20290 37
221 222 57
221 14473 90
221 5607 44
221 10483 38
222 223 56
222 6144 100
222 18991 29
223 224 65
223 18262 82
223 16775 85
224 225 80
224 6508 22
225 226 100
226 227 77
227 228 87
227 207 46
228 229 81
228 17091 56
228 23536 92
229 230 86
229 11582 83
229 9443 24
230 231 97
230 542 76
231 232 28
232 233 75
232 23746 81
232 7629 41
232 17149 78
233 234 93
233 8311 51
234 235 90
234 19797 32
234 16717 99
234 839 47
235 236 62
235 24458 36
235 23997 31
236 237 7
236 16746 68
237 238 38
237 2508 79
237 7946 82
237 17995 42
237 13246 3
238 239 83
238 19439 81
238 2561 82
239 240 25
239 14092 89
240 241 91
240 2874 8
241 242 65
242 243 41
243 244 43
243 24052 30
244 245 96
244 21119 85
244 21000 17
244 22789 45
245 246 45
245 3460 79
246 247 98
246 9246 35
246 6998 21
247 248 49
248 249 67
248 17945 22
248 18585 68
249 250 4
249 15774 80
249 15781 69
249 13818 61
249 23976 23
249 22213 7
249 19613 83
250 251 9
250 19804 89
250 16120 93
250 13158 90
250 19253 62
251 252 42
251 13430 47
252 253 68
252 12701 18
252 19416 33
252 5074 88
253 254 38
253 11630 12
254 255 97
254 6678 77
254 12326 84
254 24490 14
255 256 74
255 13537 47
256 257 73
256 17580 25
256 20212 54
256 1882 66
256 18766 67
256 6370 56
257 258 64
258 259 93
259 260 3
259 21879 54
259 16788 3
260 261 60
260 14288 44
260 9237 48
260 16106 92
261 262 100
261 12065 65
262 263 33
262 10205 92
262 2846 76
263 264 48
263 2786 50
263 5357 44
264 265 4
264 19488 75
264 11089 3
265 266 89
265 18518 86
265 21278 44
265 2426 21
265 9833 88
265 12170 96
265 14672 66
265 3203 94
266 267 25
266 1108 95
266 13709 47
266 18916 32
266 18593 18
267 268 41
267 16454 64
267 9030 40
268 269 95
268 20202 96
268 17928 40
268 1397 22
269 270 67
269 1140 23
269 13425 6
269 6316 65
269 20510 90
270 271 79
271 272 73
272 273 83
272 15512 95
272 20605 4
273 274 56
273 23289 67
274 275 45
274 16690 18
274 6728 75
275 276 49
275 12607 84
276 277 80
276 12959 52
276 942 14
277 278 73
277 17063 43
278 279 68
279 280 14
279 6177 65
280 281 66
280 7673 1
280 19524 93
280 2918 93
281 282 79
281 22613 15
281 19611 58
281 11274 61
282 283 28
282 13504 68
282 5665 49
283 284 54
283 13679 47
283 132 15
283 10961 80
284 285 38
284 11969 42
284 6472 48
285 286 93
285 670 79
285 2225 12
286 287 65
286 16468 29
287 288 88
288 289 52
288 4758 34
288 20004 29
288 8000 8
289 290 90
290 291 72
290 3487 83
290 2909 29
290 2640 63
290 14388 100
290 14616 95
291 292 92
291 3737 40
291 15652 23
291 21650 25
291 22118 2
291 12376 83
292 293 32
293 294 95
293 14765 77
294 295 99
294 7744 66
294 13192 29
295 296 37
296 297 70
296 2990 18
297 298 49
297 12432 14
298 299 70
298 3829 23
298 7809 91
299 300 70
300 301 11
300 22758 74
300 11853 20
301 302 19
301 21886 25
301 3729 43
301 11215 36
302 303 28
302 8692 54
302 20204 94
302 13877 79
303 304 21
303 16254 75
304 305 28
304 1679 98
304 5020 54
304 18981 53
305 306 72
306 307 45
307 308 59
308 309 76
309 310 56
309 210 70
309 10252 7
309 7717 63
309 3690 71
310 311 62
310 1947 23
311 312 69
311 16580 92
311 1476 38
312 313 30
312 828 99
312 1470 6
312 11808 47
312 11890 9
313 314 43
313 21854 8
313 414 35
313 15612 63
313 17412 92
314 315 63
314 20361 17
314 6344 86
315 316 54
315 18688 62
315 2158 56
315 7496 63
316 317 90
316 15536 29
317 318 62
317 3344 98
317 17218 80
317 20868 9
317 21009 26
317 12290 79
317 8177 98
318 319 35
318 21818 45
319 320 47
319 15968 75
319 16859 59
319 23080 8
319 21491 57
319 9856 88
319 6420 39
320 321 11
320 22187 26
321 322 49
321 11667 41
321 10363 32
322 323 73
322 7076 74
322 18892 94
323 324 24
324 325 57
324 9346 77
324 12724 51
324 17098 69
325 326 34
325 17085 33
325 14584 43
325 22696 84
325 12292 35
326 327 65
326 1001 94
326 7019 31
327 328 47
328 329 91
328 23478 54
328 4968 70
328 15385 81
329 330 70
329 15722 53
329 18960 17
329 6865 28
329 9884 100
330 331 28
330 8165 63
330 11696 25
331 332 100
331 16684 41
331 19011 3
331 12086 69
332 333 40
332 7795 94
332 19787 26
332 18477 47
333 334 48
333 12796 86
333 15156 20
333 13645 67
333 5843 36
334 335 45
334 5332 66
334 15023 71
334 10450 32
335 336 95
336 337 67
336 19116 47
337 338 34
337 8345 31
337 681 80
337 23199 51
337 23603 31
338 339 15
339 340 8
339 1771 25
340 341 21
340 5702 25
340 19657 45
340 10660 100
341 342 71
341 21892 25
342 343 32
342 3546 57
342 16895 79
342 20702 9
343 344 90
343 6916 79
344 345 46
344 22510 15
344 3183 8
344 9875 86
344 9636 2
345 346 45
345 22165 19
346 347 8
346 13046 41
347 348 4
347 20535 79
348 349 23
348 1646 80
348 2605 71
349 350 26
350 351 62
350 18163 81
350 838 87
351 352 26
351 3627 73
351 16750 4
351 13542 86
352 353 24
353 354 33
353 20759 67
354 355 67
354 6922 64
355 356 8
355 185 89
356 357 74
356 3667 71
357 358 40
358 359 35
359 360 72
359 22633 43
359 2995 31
360 361 44
360 12874 97
360 21233 20
361 362 70
361 12762 38
361 24518 99
361 21259 39
361 669 2
362 363 83
362 15499 25
363 364 58
363 24358 23
364 365 18
364 7087 24
365 366 57
365 4089 42
365 23082 70
365 14922 96
366 367 91
366 16015 85
366 20540 79
366 9733 22
367 368 52
368 369 20
369 370 99
369 24335 88
370 371 82
370 19756 22
371 372 2
371 12811 73
371 1093 25
371 22941 6
372 373 86
372 19648 60
372 22688 72
372 20232 7
372 21925 64
372 7281 59
373 374 8
373 1088 81
373 73 90
373 20766 98
373 20234 73
374 375 36
374 1061 83
374 9291 71
375 376 19
375 9138 70
375 18883 25
375 12130 85
376 377 64
376 6355 34
376 22113 13
377 378 78
377 757 77
378 379 93
378 1964 60
378 15616 43
378 12089 36
378 1047 99
379 380 11
379 11882 89
379 4655 18
379 9182 86
380 381 10
381 382 38
381 19231 69
381 8569 90
382 383 73
383 384 21
383 4731 5
383 4075 53
383 3156 24
383 22074 21
384 385 59
384 16803 82
385 386 98
385 7305 50
385 24728 77
386 387 41
386 20467 20
386 1088 94
386 1083 7
386 1467 81
387 388 86
387 15583 95
387 16207 40
387 14014 21
388 389 70
388 2805 2
388 16974 38
389 390 42
389 22788 84
389 10914 3
389 11716 47
389 7278 1
389 11176 4
390 391 63
390 11634 90
391 392 83
391 22709 98
391 5200 26
392 393 9
393 394 89
393 11669 54
393 22740 65
393 2135 6
393 11173 51
394 395 94
394 16946 10
394 53 77
394 19016 9
395 396 23
395 4993 28
395 6689 56
395 14829 27
396 397 57
396 22034 95
396 9713 48
396 20163 91
396 12221 13
397 398 12
397 4044 68
397 14618 45
397 14557 71
397 20458 77
398 399 45
398 16592 46
398 7575 90
399 400 71
399 13048 55
400 401 13
400 20929 69
400 16069 12
401 402 89
401 20536 39
401 11649 82
401 21497 91
402 403 1
402 9794 87
402 19231 72
403 404 20
403 18861 39
404 405 95
404 22392 42
404 16367 50
404 13041 96
405 406 10
405 13442 58
405 23657 55
405 1868 67
405 22508 100
406 407 78
406 6707 69
406 4183 20
406 19355 14
407 408 41
407 11759 64
407 5682 68
408 409 73
409 410 67
410 411 51
410 7037 19
411 412 52
411 4562 8
412 413 41
412 18290 81
412 16256 52
413 414 15
413 7270 14
413 12377 52
414 415 60
414 17947 37
414 1434 24
414 313 47
414 24629 41
415 416 18
415 6549 38
415 5270 3
415 20273 48
416 417 55
416 22249 68
416 6557 18
417 418 35
417 20227 24
418 419 32
418 711 86
418 22696 36
418 22732 6
419 420 50
419 10017 9
419 2213 64
420 421 8
420 3625 66
421 422 74
421 21 87
421 24580 40
421 19515 13
421 23202 44
421 22330 48
422 423 84
422 16517 83
422 3829 23
423 424 48
423 24540 23
423 944 25
423 18503 93
424 425 53
424 20950 78
424 14068 39
424 24353 86
424 14748 6
424 22422 83
424 20657 9
425 426 28
425 11584 72
425 17211 56
425 16736 39
425 23895 89
426 427 71
426 20824 30
426 7445 6
426 22034 28
426 8923 4
427 428 46
427 21571 97
427 22051 5
427 3773 26
428 429 37
428 12626 26
428 9275 38
428 20417 26
429 430 38
429 3027 21
430 431 25
430 2841 33
430 24973 41
431 432 43
431 9162 89
432 433 46
432 1313 97
432 7278 22
433 434 63
433 7283 75
433 2341 88
433 8853 14
434 435 46
434 12131 82
434 15318 92
434 2992 92
434 2773 9
435 436 59
435 15446 8
435 8366 62
436 437 51
437 438 65
437 2983 33
438 439 8
439 440 92
439 10946 41
439 9639 82
439 1824 73
440 441 88
440 16180 16
441 442 90
441 5682 22
441 19116 78
441 8656 26
442 443 90
442 20180 12
442 16076 36
443 444 91
443 7181 15
444 445 16
444 12978 14
445 446 5
445 7918 86
445 16748 92
446 447 27
446 4563 18
446 5147 66
446 9660 37
446 24913 54
447 448 91
447 6555 6
448 449 6
448 22377 5
448 16694 61
448 17104 27
449 450 35
449 8507 46
449 8106 85
449 21938 52
449 784 82
450 451 88
450 23693 42
450 4522 31
451 452 64
451 18093 18
452 453 100
452 8010 72
452 21676 41
453 454 96
453 9520 64
453 726 96
453 11439 27
454 455 18
454 4831 9
455 456 95
455 5833 2
456 457 98
457 458 68
458 459 63
458 23570 99
459 460 5
459 7602 26
459 4038 41
459 22645 42
460 461 55
460 18016 25
460 11471 18
460 21207 2
460 1803 46
461 462 74
461 5719 90
461 15625 12
461 15327 51
462 463 45
462 6444 8
462 10375 46
463 464 28
463 18294 6
463 6105 55
464 465 78
464 6763 48
464 582 37
465 466 29
465 16559 15
466 467 4
466 11760 48
467 468 64
467 21245 9
467 20694 72
468 469 6
468 17050 20
468 1775 10
469 470 87
469 9446 97
469 1484 34
469 8424 15
470 471 25
470 12439 1
470 18834 87
470 22775 79
470 13838 69
470 5101 29
471 472 51
471 1937 17
471 18742 36
472 473 61
472 21024 82
472 8038 49
473 474 37
473 21988 2
473 13602 85
473 7432 87
473 18372 58
474 475 99
474 10054 61
474 5959 28
474 20365 22
474 15485 61
475 476 59
476 477 15
476 7690 98
476 10941 74
477 478 27
478 479 11
478 8952 15
478 22818 58
479 480 3
479 3846 69
479 18260 67
480 481 87
480 14840 78
480 24696 89
481 482 43
481 10160 96
481 9959 56
481 13836 45
482 483 37
482 5811 33
482 23649 55
483 484 57
483 773 61
484 485 61
484 14971 75
484 19655 16
485 486 20
485 2098 25
486 487 56
486 9212 47
486 13849 64
487 488 68
487 5706 26
488 489 7
489 490 13
490 491 4
490 9762 54
490 23994 82
490 6684 56
490 18648 64
491 492 49
491 15436 30
492 493 48
492 22844 63
492 8634 4
492 20128 87
493 494 49
493 22148 3
493 6166 43
494 495 17
494 13992 10
495 496 5
495 10485 93
496 497 68
496 13260 54
496 11449 36
496 2406 100
497 498 53
498 499 70
498 19766 79
498 14716 27
498 16979 15
498 21641 24
499 500 25
499 17679 86
499 3928 70
499 15603 62
499 1523 75
500 501 10
500 24104 96
501 502 4
501 15853 45
501 2143 48
502 503 36
502 5420 97
502 8900 54
503 504 55
503 2651 11
504 505 99
504 2486 63
505 506 5
505 20875 87
506 507 9
506 20795 91
507 508 67
507 12318 71
507 12801 67
508 509 52
508 12782 8
508 21767 15
509 510 82
509 110 8
509 12430 42
510 511 57
510 1192 99
510 14261 18
510 1515 38
510 17244 70
511 512 66
511 6904 95
511 18214 78
512 513 77
512 18965 89
513 514 10
513 14568 78
513 18940 6
513 2437 19
513 14193 7
514 515 38
514 8549 73
514 9916 15
515 516 66
516 517 81
516 5906 76
516 15590 96
516 18636 40
517 518 30
517 13907 86
517 7922 32
517 3996 50
518 519 17
518 5272 99
518 24428 74
519 520 2
519 15804 56
519 22153 53
520 521 77
520 19698 63
520 16222 99
520 2319 37
520 19541 59
521 522 74
521 18136 46
522 523 12
522 20916 47
523 524 38
523 10489 75
523 4817 90
524 525 49
524 12023 25
524 9427 5
524 7998 3
524 8821 26
524 13651 30
525 526 4
525 6700 34
525 5173 44
525 11295 44
525 12635 63
526 527 48
526 20352 92
527 528 88
528 529 45
528 21274 23
528 1239 56
528 10592 81
528 16126 81
529 530 6
529 22208 1
530 531 69
530 15186 95
531 532 42
531 15148 57
531 2893 13
532 533 73
532 1161 46
533 534 84
533 21648 5
534 535 78
534 23647 8
534 5408 50
535 536 72
535 2826 66
535 1061 22
535 24958 29
535 19744 52
536 537 48
536 10122 99
536 9724 22
537 538 85
537 12101 12
537 24851 90
537 5051 100
537 1217 23
538 539 52
538 10083 17
538 24457 27
539 540 81
539 5444 69
540 541 14
541 542 24
541 9189 63
542 543 5
542 552 6
542 11227 26
542 3212 49
542 230 10
543 544 60
543 21088 83
543 18088 56
544 545 66
544 2889 20
545 546 57
545 3687 55
545 14320 25
545 1025 4
545 24749 76
546 547 98
546 16761 3
547 548 82
547 19287 43
547 2013 63
548 549 58
548 18280 3
549 550 98
549 17411 28
550 551 12
550 2914 84
551 552 73
551 2133 40
551 15740 41
551 6753 26
552 553 19
552 542 97
553 554 26
554 555 60
554 22134 84
554 12533 69
555 556 57
555 19951 83
556 557 68
557 558 22
557 2099 39
557 11883 89
557 20149 2
558 559 69
558 19285 29
558 214 26
559 560 51
559 13579 71
559 19648 70
559 22492 17
559 4682 66
559 2776 3
560 561 72
560 21861 88
561 562 31
561 13317 20
561 11763 33
562 563 38
562 3522 48
562 933 93
563 564 51
563 5255 24
563 8711 36
564 565 75
564 1927 51
564 23034 1
564 14740 64
565 566 2
566 567 62
566 8411 66
566 5577 25
566 2317 87
567 568 86
567 9225 38
567 16185 29
568 569 21
568 15229 41
569 570 9
570 571 12
570 14293 78
570 17961 33
571 572 19
571 18525 31
571 3361 85
572 573 67
572 23850 60
572 1336 72
572 18802 63
572 5378 61
573 574 99
573 907 20
573 4558 91
574 575 48
574 17335 15
574 14567 81
575 576 8
575 23711 27
575 16342 86
575 2192 42
575 9579 60
576 577 21
577 578 77
577 1579 28
577 6143 53
577 3124 44
578 579 93
578 17239 63
578 4178 75
578 22880 71
579 580 7
579 23557 22
579 24252 32
580 581 75
580 2278 37
580 7181 26
581 582 92
581 4241 94
581 13529 27
581 19606 27
581 4317 36
582 583 68
582 18702 76
582 2148 29
582 23354 55
582 10797 51
582 464 33
583 584 38
583 24836 83
584 585 9
584 9623 15
585 586 75
585 23363 58
586 587 33
586 24032 25
587 588 78
587 22841 15
587 17118 100
588 589 80
588 10142 73
588 16979 89
588 10574 81
588 22786 37
589 590 2
589 10659 79
589 16907 53
589 13713 58
589 18038 60
589 2023 91
590 591 76
590 1488 16
591 592 23
591 22074 27
592 593 49
593 594 14
593 11098 51
593 23028 78
593 5188 52
594 595 67
594 13055 73
594 24215 13
595 596 44
595 8730 75
596 597 46
596 4206 45
596 7805 58
596 1908 44
597 598 74
597 9768 13
598 599 78
598 8064 16
598 22589 46
599 600 22
599 1652 97
599 1692 91
600 601 87
601 602 30
601 17716 32
601 20974 54
602 603 26
602 5360 7
602 11133 55
602 1100 47
603 604 58
603 5857 54
604 605 42
604 7242 68
604 20768 4
604 7718 42
604 2615 99
605 606 45
605 21417 65
605 68 93
605 24088 48
605 5139 92
606 607 36
606 622 35
606 15764 86
606 2411 7
606 12001 17
607 608 55
607 5108 26
607 128 38
608 609 96
609 610 90
609 15175 60
610 611 52
610 2832 84
611 612 92
611 3151 73
611 15024 62
611 6327 58
612 613 1
613 614 98
613 2338 22
614 615 17
614 8561 69
614 18328 81
614 16738 11
615 616 18
615 8454 99
615 2829 70
615 14473 84
616 617 3
616 18100 79
616 13941 86
617 618 11
617 9403 95
618 619 53
618 21819 73
619 620 26
619 9324 47
619 19046 34
619 17383 94
620 621 72
620 20806 11
620 4714 27
620 5456 67
620 20356 53
620 24877 35
620 12179 87
621 622 21
621 24740 17
622 623 47
622 606 38
622 16793 83
623 624 21
623 17668 44
623 20211 83
624 625 27
624 12134 11
624 24314 27
624 4938 52
624 7048 42
625 626 38
625 4286 67
626 627 94
626 2194 29
626 20833 35
627 628 37
627 6102 89
628 629 68
628 22071 61
628 12634 58
628 21472 90
629 630 84
629 4396 16
630 631 99
630 17546 13
631 632 49
631 9653 65
631 10811 64
631 11246 13
631 18586 13
631 19001 85
632 633 63
633 634 46
633 15502 39
633 22516 49
634 635 19
635 636 12
635 4678 77
635 3138 72
635 23326 62
635 20615 15
636 637 63
636 12205 82
636 3231 69
636 21152 73
636 9659 77
636 22084 84
637 638 1
637 5556 81
637 1138 55
638 639 3
638 19181 86
638 18841 80
639 640 66
639 14217 40
639 6378 1
639 9020 56
640 641 2
641 642 79
642 643 43
642 19285 64
643 644 40
643 19820 36
643 4362 83
643 23416 28
644 645 77
644 18188 42
645 646 17
645 11195 63
646 647 16
646 15692 96
647 648 89
648 649 33
648 20458 90
648 19030 51
649 650 33
649 5146 23
649 23736 88
649 6387 33
650 651 7
650 18007 68
650 4084 53
650 18772 40
650 2484 27
650 15307 96
651 652 12
651 19061 57
651 16349 3
651 24894 78
652 653 60
652 23180 51
652 15335 14
653 654 52
653 18009 55
653 14951 10
653 1232 22
654 655 12
654 75 30
654 16010 12
654 23868 61
655 656 28
655 22397 1
655 16041 30
655 23422 52
656 657 100
656 13799 1
656 11399 75
656 21500 19
656 1514 92
657 658 81
657 16057 94
657 24899 89
658 659 57
659 660 64
659 21570 44
660 661 98
660 23695 14
661 662 49
661 5821 61
661 1376 55
662 663 2
663 664 69
663 15965 85
663 4463 64
663 2370 94
664 665 84
664 18569 31
664 17558 42
664 15922 3
664 14305 66
665 666 22
665 6426 56
665 6110 23
665 6094 84
666 667 56
666 9853 31
667 668 34
667 56 93
668 669 91
668 5385 90
669 670 63
669 6025 96
669 22748 57
669 24558 85
669 14161 19
669 8432 67
669 14123 40
669 361 31
670 671 6
670 285 60
670 14168 67
670 24766 94
671 672 89
671 11566 93
672 673 96
672 7887 37
672 7291 99
672 17117 63
673 674 11
673 8266 83
673 12805 84
673 6328 68
673 16875 18
673 4569 12
673 10834 42
674 675 58
674 11536 69
674 23929 61
675 676 54
676 677 30
677 678 5
677 8926 6
677 15382 97
677 24695 41
677 11352 84
677 4736 63
678 679 8
678 18969 54
678 9701 18
678 19057 56
679 680 1
679 22689 51
679 15964 51
679 20802 50
680 681 26
680 7049 24
680 1515 13
680 3033 65
681 682 67
681 18392 35
681 2083 20
681 24773 81
681 8301 49
681 21792 91
681 16568 64
681 337 80
681 6956 92
682 683 91
682 15338 47
682 13418 67
683 684 3
683 12999 88
683 5944 47
684 685 47
684 14852 75
685 686 41
685 4885 92
686 687 46
686 2014 56
686 1236 10
687 688 61
687 21623 68
687 3691 98
687 14204 54
687 22451 8
687 2367 73
687 2305 71
688 689 92
688 6073 12
688 17937 82
688 23282 60
688 20929 45
689 690 60
689 11598 98
689 11880 63
689 14196 55
690 691 52
690 16123 48
690 4172 65
690 17704 66
690 24130 68
691 692 35
691 24429 12
691 6403 54
692 693 59
692 9145 9
693 694 35
694 695 18
694 5772 29
695 696 83
695 24861 53
696 697 40
697 698 5
697 23869 48
698 699 75
698 16632 37
698 6667 3
699 700 50
699 6539 98
699 901 45
699 2746 100
700 701 95
700 17601 85
700 13263 50
700 19822 88
701 702 79
701 12009 67
701 19275 24
702 703 100
702 14523 38
702 3836 12
703 704 66
703 2656 42
703 1070 65
703 22107 91
703 5411 88
