1000 2996
685 288 73
685 630 72
686 687 15
686 596 23
687 688 97
687 26 38
688 689 32
688 842 38
688 110 18
688 565 82
689 690 71
690 691 94
690 639 36
690 707 51
691 692 7
691 453 21
691 89 8
691 173 73
692 693 74
692 184 31
692 828 17
693 694 10
693 943 86
693 474 6
694 695 22
695 696 52
695 852 82
695 217 98
695 648 15
696 697 25
696 766 95
697 698 76
697 953 5
698 699 77
698 870 42
698 373 41
699 700 59
700 701 74
700 856 23
700 26 74
700 208 12
701 702 71
701 147 27
701 501 41
702 703 61
702 38 5
703 704 43
704 705 10
704 768 78
705 706 78
705 135 81
706 707 38
706 527 58
706 513 51
707 708 51
707 191 100
707 122 6
707 690 11
708 709 50
709 710 39
709 641 62
710 711 96
710 857 84
711 712 96
711 84 45
711 126 64
712 713 27
712 211 35
713 714 84
714 715 87
714 208 22
715 716 47
715 86 22
716 717 76
716 168 5
716 815 80
716 612 26
717 718 84
717 512 44
718 719 19
718 883 7
719 720 98
719 662 74
719 551 85
719 325 84
719 467 76
720 721 37
720 939 41
720 952 61
721 722 52
721 779 15
722 723 61
722 868 95
722 387 9
722 376 53
722 787 33
723 724 61
723 158 62
723 727 13
723 759 94
723 64 63
723 976 60
724 725 41
724 610 42
724 9 39
724 841 41
724 309 95
725 726 73
725 241 16
725 820 22
726 727 26
726 955 31
726 174 10
727 728 15
727 454 90
727 723 34
727 440 94
727 456 19
727 91 82
728 729 59
729 730 55
729 883 59
729 488 58
730 731 40
731 732 26
731 139 66
731 515 90
731 268 63
732 733 28
732 455 62
733 734 78
733 487 66
733 536 58
734 735 90
735 736 12
735 415 94
735 28 94
736 737 64
736 378 95
737 738 98
737 164 50
738 739 57
738 264 39
738 63 21
738 295 76
739 740 77
739 955 84
739 75 86
739 985 86
740 741 31
740 208 1
740 613 21
741 742 78
741 217 94
741 837 62
741 372 61
742 743 76
743 744 98
743 590 78
743 630 6
743 410 92
744 745 18
744 987 72
744 513 6
744 830 90
745 746 12
746 747 26
747 748 94
747 269 22
747 766 13
747 174 74
748 749 1
748 169 54
749 750 26
749 317 76
749 412 27
750 751 65
751 752 44
751 347 81
751 787 98
751 60 29
751 201 22
752 753 18
752 674 21
752 879 30
753 754 97
753 363 5
754 755 64
755 756 98
756 757 77
756 973 82
757 758 90
758 759 65
758 30 90
758 484 37
758 340 69
759 760 98
759 723 55
759 241 93
760 761 62
760 375 70
761 762 66
761 194 58
761 391 55
761 621 58
762 763 53
762 438 92
763 764 37
763 485 58
763 342 24
763 112 87
763 909 36
764 765 53
765 766 35
765 23 17
765 337 24
765 671 48
766 767 48
766 696 55
766 747 80
766 933 3
766 611 90
767 768 73
768 769 84
768 704 49
768 958 67
768 909 56
769 770 37
769 276 34
770 771 74
770 667 17
770 219 86
770 792 84
771 772 47
771 482 52
771 260 25
771 798 79
772 773 47
773 774 35
773 382 96
774 775 69
775 776 70
775 979 23
775 523 60
776 777 11
776 379 86
777 778 36
777 927 20
778 779 38
778 924 61
778 587 14
779 780 18
779 721 88
779 165 48
780 781 48
780 176 78
780 859 48
781 782 11
781 993 77
782 783 70
782 492 86
782 559 5
782 946 83
782 655 33
783 784 40
783 804 27
783 606 78
784 785 57
784 592 14
784 503 27
784 184 13
785 786 39
785 455 94
786 787 20
786 639 60
787 788 24
787 751 76
787 722 81
787 910 63
788 789 4
789 790 21
790 791 56
790 260 18
791 792 9
