2000 10000
70 483 46
70 1787 40
70 1151 71
70 202 30
70 1485 46
71 72 14
71 1566 65
71 1745 47
71 434 25
71 488 65
72 73 74
72 1805 77
72 487 77
73 74 49
73 460 73
73 1640 85
73 1257 89
74 75 79
74 1725 14
74 1090 89
75 76 66
75 1797 50
75 873 28
75 122 43
75 1118 5
76 77 1
76 1910 11
76 263 51
76 1194 52
76 900 64
77 78 13
77 1501 42
77 287 11
77 152 30
77 1853 37
77 1790 1
78 79 2
78 226 83
78 1273 66
78 9 99
78 389 69
78 713 97
78 396 26
78 742 45
79 80 16
79 1930 13
79 271 44
79 224 94
79 546 89
79 777 60
79 1868 74
80 81 62
80 111 68
80 1807 92
81 82 78
81 1197 31
81 1568 32
81 254 24
81 453 47
81 1257 84
82 83 80
82 749 54
82 1777 6
82 1743 3
82 1642 59
82 1277 45
82 424 24
83 84 93
83 93 21
83 1 93
83 1352 88
83 1619 66
84 85 72
84 115 52
84 1308 96
84 636 74
85 86 50
85 1845 32
85 1226 15
85 227 98
85 1008 66
86 87 18
86 1016 4
86 48 39
87 88 22
87 1158 3
87 1662 50
87 567 43
88 89 40
88 1569 24
88 1516 40
88 1864 68
89 90 5
89 1847 3
89 779 61
89 107 35
89 405 84
90 91 68
90 1766 96
90 744 81
90 999 98
90 1074 20
90 491 74
90 804 33
91 92 49
91 463 87
91 629 36
91 99 9
92 93 37
92 1705 76
92 686 42
93 94 66
93 1495 2
93 587 64
93 1135 86
93 1080 53
93 650 52
93 1627 59
94 95 71
94 1495 88
94 851 17
94 850 73
95 96 38
95 87 32
95 953 26
95 848 80
95 439 29
96 97 60
96 1339 85
96 619 99
96 1445 32
96 322 73
96 1305 97
96 509 31
96 1988 81
97 98 66
97 1641 31
97 1615 65
97 1251 68
97 819 79
98 99 1
98 357 34
98 1164 98
98 419 39
99 100 95
99 1184 79
99 75 27
99 17 30
99 375 1
100 101 71
100 1126 36
100 1478 20
100 987 22
101 102 41
101 1442 33
102 103 92
102 1980 2
102 1549 68
102 908 100
102 1671 89
102 684 43
102 1420 38
103 104 63
103 1098 97
103 418 80
103 1359 4
103 5 60
103 1455 100
103 635 32
104 105 38
104 1559 74
104 1838 2
105 106 18
105 192 89
105 9 57
105 46 3
105 532 86
106 107 68
106 1489 34
106 268 2
106 1604 44
106 1638 70
106 173 65
106 1840 72
107 108 63
107 1863 75
107 506 13
108 109 50
108 621 51
108 792 8
108 364 79
108 776 4
108 1079 62
109 110 93
109 1820 40
109 414 44
109 1393 80
110 111 73
110 31 12
110 1028 42
110 1649 62
110 625 99
110 1240 22
110 506 70
110 401 34
111 112 91
111 1447 7
111 1278 89
111 1898 65
111 1010 17
111 1290 99
112 113 49
112 587 20
112 1568 35
112 1682 96
112 1079 6
112 1186 16
112 1783 61
112 707 22
112 1988 43
113 114 26
113 1953 94
113 1173 23
113 1647 42
114 115 40
114 485 75
114 1346 78
114 504 27
114 1207 1
114 200 10
114 171 23
114 503 15
114 1124 37
114 226 57
115 116 81
115 248 14
115 1605 3
115 35 3
115 652 32
115 1277 80
115 179 81
116 117 89
116 1161 72
116 1873 9
117 118 36
117 165 6
118 119 35
118 803 12
118 4 39
119 120 13
119 1106 98
119 70 23
119 328 100
120 121 72
120 1116 52
120 738 4
120 1449 27
121 122 45
121 785 69
121 432 86
121 1017 41
121 549 90
121 1544 11
121 1971 95
122 123 30
122 864 15
122 1443 42
122 915 64
123 124 6
123 140 35
123 825 15
123 787 17
123 1371 24
124 125 82
124 323 26
124 78 8
124 626 7
124 656 71
124 1805 37
124 1304 53
125 126 75
125 1645 15
126 127 17
126 1917 8
126 1107 59
126 1079 74
126 610 15
127 128 35
127 728 100
127 303 35
128 129 79
128 1739 15
128 171 16
128 1675 31
128 17 96
129 130 74
129 775 39
129 239 13
129 223 5
130 131 72
130 1133 56
130 83 42
131 132 56
131 370 97
132 133 84
132 1943 9
132 1258 31
132 1619 2
133 134 69
133 1595 58
133 1691 68
134 135 89
134 178 37
134 229 5
135 136 80
135 1450 29
135 254 24
135 696 71
135 1302 46
135 252 85
136 137 100
136 1290 95
136 27 26
136 1061 27
137 138 21
137 1753 28
137 448 98
137 530 84
138 139 12
138 434 39
138 1337 10
138 859 20
138 1685 84
139 140 99
139 713 19
139 13 73
139 1222 1
139 250 6
139 878 88
140 141 92
140 1271 34
140 1478 78
140 50 27
141 142 100
141 1931 4
141 771 68
141 243 89
141 934 59
141 1850 6
142 143 12
142 900 33
142 1802 44
142 1823 20
142 1855 68
142 1775 72
143 144 28
143 521 33
143 845 42
143 1871 27
144 145 24
144 1608 31
144 191 28
144 1817 27
144 952 6
145 146 53
145 1611 33
145 208 31
145 1519 95
145 1149 30
145 1294 31
146 147 76
146 1329 42
146 1410 26
147 148 13
147 1021 39
147 981 11
147 1428 10
147 63 8
147 1322 100
147 777 35
148 149 47
148 256 19
148 323 74
148 1108 88
148 699 50
148 173 39
148 473 69
148 1946 49
149 150 77
149 1878 3
149 1583 40
149 1101 89
149 1181 91
150 151 55
150 1748 60
150 1832 60
150 592 95
150 1843 47
150 1947 86
150 1080 97
150 524 37
150 1467 60
151 152 66
151 1631 47
151 1353 73
151 1701 67
152 153 78
152 1151 80
152 1924 70
152 747 30
152 103 42
152 1266 51
153 154 98
153 1447 79
154 155 6
154 179 98
154 1315 96
154 1749 40
155 156 66
155 682 83
155 1252 21
155 1665 97
155 157 90
156 157 62
156 414 6
156 1206 64
156 169 50
156 331 89
157 158 40
157 848 76
157 831 78
157 1411 5
157 98 91
157 1553 60
157 1236 8
157 1619 46
157 198 20
158 159 45
158 696 45
158 1414 38
159 160 92
159 506 61
159 1747 61
160 161 83
160 1447 50
160 1705 26
160 1251 49
160 530 26
160 99 19
160 1287 98
160 1878 91
161 162 45
161 1217 21
161 91 76
162 163 29
162 337 54
162 1033 23
162 901 8
162 1575 53
163 164 26
163 1448 83
163 957 5
163 893 45
164 165 69
164 640 19
164 223 20
164 809 24
165 166 52
165 1773 62
165 210 67
165 540 15
165 111 92
165 1503 37
165 727 65
165 957 59
166 167 94
166 145 38
166 745 79
166 1016 56
166 352 2
167 168 41
167 577 80
167 8 76
167 788 93
167 1596 15
167 1337 27
167 240 63
167 1094 15
168 169 46
168 125 86
169 170 61
169 427 44
169 1873 86
170 171 41
170 662 74
170 1156 86
170 1728 46
170 101 46
171 172 44
171 1052 16
171 752 17
171 1451 22
171 1189 61
172 173 6
172 417 77
172 1129 25
172 88 6
172 799 20
172 536 27
173 174 89
173 1914 86
173 728 50
173 1831 8
173 1180 14
174 175 69
174 268 97
174 1139 17
174 1601 10
175 176 9
175 424 52
175 1436 91
175 1107 44
176 177 16
176 1506 98
176 684 14
177 178 31
177 1723 85
178 179 38
178 540 82
179 180 15
179 795 63
179 1681 43
179 773 62
179 1333 25
179 1185 38
179 1203 95
179 371 13
180 181 7
180 490 94
180 298 17
180 1961 85
181 182 73
181 1745 50
181 1101 3
181 589 55
181 1714 83
181 1422 33
181 645 9
181 720 10
181 326 85
181 384 9
182 183 35
182 357 80
182 1386 58
182 88 41
182 273 43
182 117 36
183 184 97
183 359 56
183 1967 26
183 641 28
184 185 29
184 1706 34
184 157 93
184 71 4
184 925 74
185 186 65
185 1817 96
185 710 12
185 804 65
186 187 11
186 1701 92
186 222 52
187 188 24
187 1955 61
187 1645 74
187 1379 18
187 1504 18
187 1073 64
187 1273 44
187 1150 68
188 189 36
188 1425 29
188 1558 13
189 190 94
189 1170 3
189 1693 37
189 1698 32
189 1283 63
189 1971 73
189 319 64
190 191 3
190 1663 91
190 1765 63
191 192 69
191 779 48
191 1893 89
192 193 84
192 896 11
192 988 5
192 1182 88
192 1302 19
193 194 81
193 1944 61
193 1802 51
193 258 11
193 1615 86
194 195 14
194 580 60
194 392 93
195 196 41
195 1448 77
195 1496 26
195 1063 31
195 791 38
196 197 37
196 1108 96
197 198 64
197 1569 78
198 199 37
198 38 71
198 206 88
198 1002 71
198 1460 46
198 629 62
199 200 24
199 63 74
199 1009 79
200 201 77
200 515 78
200 247 4
200 1168 92
200 106 34
201 202 65
201 20 41
201 1769 55
201 1669 86
201 625 46
201 350 55
202 203 91
202 711 100
202 1080 67
202 1404 81
203 204 58
203 1822 43
203 1191 93
204 205 16
204 1824 62
204 699 47
204 1939 52
204 1104 92
204 39 39
205 206 44
205 955 19
205 384 42
205 1535 82
206 207 98
206 1763 99
206 645 13
206 14 63
207 208 91
207 1111 93
207 1720 95
208 209 85
208 1403 13
208 1598 44
208 1586 44
208 971 7
208 1828 2
209 210 5
209 154 15
209 554 26
209 1404 78
209 1758 99
210 211 54
210 478 32
210 1234 74
210 1305 30
210 1162 7
211 212 99
211 336 21
211 1421 23
211 788 26
211 919 33
211 797 51
211 1022 24
212 213 30
212 1388 92
212 121 97
212 1634 58
212 1410 13
213 214 54
213 644 96
213 850 61
213 649 8
214 215 32
214 1832 34
214 879 69
214 1980 78
215 216 46
215 660 77
216 217 55
216 223 1
216 1902 29
217 218 67
217 1844 45
217 459 80
217 1381 88
218 219 74
218 1952 31
218 1812 52
218 1151 35
219 220 28
219 1422 46
219 1987 23
219 1172 10
219 161 83
219 1704 100
220 221 34
220 911 5
220 54 6
220 58 58
220 1959 7
220 85 20
221 222 67
221 1925 66
221 1120 46
221 84 31
222 223 26
222 237 19
222 1603 50
222 1340 49
222 535 8
222 699 84
222 408 81
223 224 37
223 1769 80
223 1762 42
224 225 49
224 1573 58
224 1952 80
225 226 77
225 1009 11
225 1864 20
225 1150 51
225 838 63
225 372 33
225 318 24
225 933 51
225 201 75
226 227 94
226 1661 65
226 1650 93
226 383 67
226 1262 96
227 228 25
227 1075 79
227 1260 43
227 1280 66
227 1503 81
227 1396 39
228 229 38
228 133 68
228 1477 5
228 1318 62
229 230 91
229 170 14
229 912 74
229 1658 4
229 598 44
229 1096 51
230 231 60
230 1563 15
230 1068 100
231 232 9
231 785 24
231 1684 6
231 1927 36
231 240 15
232 233 90
232 434 61
232 1204 100
233 234 45
233 1829 84
233 1709 91
233 1853 88
233 1925 93
233 1747 78
233 1025 6
234 235 63
234 1909 2
234 300 94
234 986 26
234 936 34
235 236 92
235 110 21
235 1577 3
235 1589 50
235 169 35
235 1931 66
235 1459 85
235 1145 100
235 1562 38
236 237 50
236 635 53
237 238 93
237 1056 93
237 1438 37
237 347 32
237 1803 48
237 1313 18
237 1388 27
237 1568 68
238 239 71
238 1447 26
238 1309 43
238 297 62
238 1609 88
239 240 39
239 176 16
239 893 62
239 880 44
239 1319 92
239 1808 40
240 241 57
240 1185 74
240 42 57
240 1322 18
240 624 14
241 242 46
241 347 90
241 216 65
241 1574 50
242 243 49
242 1856 80
242 407 78
242 50 94
242 369 39
243 244 45
243 1276 25
243 1017 4
243 999 4
243 1600 20
244 245 94
244 1520 73
244 1306 14
244 1649 41
244 891 55
244 556 83
244 1523 97
245 246 98
245 258 23
246 247 95
246 962 9
246 429 52
246 479 70
247 248 91
247 1711 17
247 395 65
247 90 62
247 1217 58
247 1502 90
248 249 37
248 1371 32
248 1729 62
248 1357 45
248 1769 80
248 1664 69
248 587 41
248 531 1
249 250 59
249 1851 69
249 577 59
249 1281 88
249 561 45
250 251 74
250 72 3
250 385 11
250 1721 69
250 1188 31
251 252 13
251 966 90
251 1618 38
251 172 91
252 253 84
252 297 87
252 1136 70
252 732 53
253 254 100
253 749 8
253 1754 43
253 1375 72
253 373 58
253 1581 75
253 1987 40
253 538 60
253 1663 38
253 604 47
254 255 74
254 1575 87
254 1044 22
255 256 94
255 467 11
255 1731 39
255 519 46
255 769 100
255 718 18
255 1431 70
256 257 33
256 589 97
256 1315 37
256 492 1
256 901 81
256 1240 11
257 258 16
257 1606 97
257 1709 78
258 259 14
258 1047 38
258 790 92
259 260 70
259 229 90
259 1485 71
259 568 82
259 1431 67
259 297 93
260 261 43
260 944 87
260 1942 53
260 1944 89
260 1888 89
261 262 94
261 1692 48
261 1239 10
261 6 71
261 689 63
262 263 59
263 264 74
263 635 50
263 1375 53
263 391 6
263 1190 50
263 981 40
263 874 38
263 1176 45
264 265 90
264 1327 13
264 1556 68
264 412 30
264 533 57
264 1846 92
265 266 69
265 442 39
265 1796 15
266 267 41
266 1919 3
266 1585 44
266 1373 22
266 1530 36
267 268 56
267 1588 5
267 906 7
268 269 45
268 1081 9
268 349 90
268 1499 89
269 270 24
269 1834 57
269 157 92
269 1107 59
269 382 27
270 271 44
270 304 8
270 704 21
270 1154 67
270 1202 66
270 182 40
270 1322 10
271 272 79
271 1730 55
272 273 79
272 1992 11
272 563 29
272 1057 36
272 888 34
273 274 73
273 270 8
273 1694 45
273 390 99
273 1176 97
274 275 66
274 82 89
274 1242 23
274 814 35
275 276 62
275 82 31
275 797 52
275 1713 67
275 354 96
276 277 15
276 1760 8
276 741 88
277 278 83
277 1182 7
277 1984 89
277 877 41
277 163 77
277 134 35
278 279 89
278 1813 100
278 563 55
278 893 19
278 1901 63
278 678 9
279 280 8
279 983 20
279 340 89
279 1265 55
279 1776 95
279 521 39
279 1781 60
279 1612 11
280 281 40
280 1901 57
280 1137 4
280 666 32
280 983 1
280 1011 88
281 282 76
281 1010 26
282 283 85
282 46 84
283 284 55
283 288 80
283 1592 96
283 1482 75
283 1538 44
283 1470 83
284 285 84
284 278 73
284 1052 49
284 1225 31
284 671 52
284 1829 44
285 286 66
286 287 16
286 1441 91
286 1713 76
286 1414 67
286 636 11
286 741 38
286 1206 14
287 288 18
287 1389 52
287 1545 69
287 1073 48
287 1631 71
287 1747 97
288 289 81
288 830 13
288 1818 99
288 1005 40
289 290 89
289 382 20
289 1831 10
290 291 29
290 270 34
290 1226 10
290 1618 58
291 292 64
291 910 58
292 293 21
292 1404 89
292 120 69
293 294 73
293 1422 56
293 123 44
293 91 95
294 295 67
294 264 84
294 1673 26
294 1041 7
294 1090 26
294 1397 84
295 296 81
295 933 19
295 789 75
296 297 40
296 190 53
296 1514 74
296 732 11
296 1623 1
296 248 11
296 739 6
296 1404 87
297 298 20
297 2000 71
297 1615 87
298 299 50
298 897 24
298 1812 2
299 300 5
299 1521 91
299 521 70
299 349 76
299 302 75
299 1935 62
300 301 38
300 1976 15
300 1159 24
300 255 90
300 970 51
300 1792 80
301 302 37
301 651 15
301 875 59
302 303 12
302 1143 56
302 1252 80
302 1629 36
302 327 22
302 1344 97
303 304 9
303 460 77
303 1604 44
303 1481 93
303 1373 43
304 305 56
304 628 46
304 130 81
304 885 82
304 1981 68
305 306 25
305 717 100
306 307 52
306 935 16
306 1575 76
306 1377 79
307 308 83
307 416 43
307 1997 86
307 1252 85
307 820 45
308 309 11
308 1172 77
308 1360 98
308 1541 76
308 968 80
309 310 10
309 119 12
309 1750 33
309 883 86
309 221 14
310 311 84
310 1398 82
310 1817 20
310 1558 91
311 312 71
311 1654 38
312 313 41
312 1466 24
312 709 79
313 314 53
313 1162 59
313 698 57
313 1168 96
313 1254 55
313 411 5
314 315 35
314 1384 65
314 368 8
314 257 36
314 1569 34
315 316 99
315 1894 47
315 1756 24
315 1256 52
316 317 76
316 57 42
316 1721 80
316 824 58
317 318 38
317 1266 67
317 1657 66
317 967 64
318 319 78
318 1014 40
318 1153 27
318 58 57
318 1589 84
319 320 97
319 1731 76
319 1123 4
319 1584 89
319 1626 21
319 1939 68
319 1573 84
319 248 38
320 321 75
320 425 88
320 1040 34
320 786 5
321 322 8
321 613 57
321 1480 87
321 972 10
322 323 40
322 775 76
322 1963 4
322 1096 59
323 324 44
323 562 37
323 1710 44
323 1243 56
323 1237 67
323 373 20
324 325 95
324 1026 15
324 322 50
324 1735 11
324 490 73
325 326 10
325 1154 45
325 1949 34
326 327 26
326 979 75
326 1527 79
326 937 40
326 1975 46
327 328 2
327 1151 22
327 332 59
327 298 49
328 329 12
328 425 55
328 1940 52
328 1573 62
328 1898 49
329 330 27
329 1108 73
329 77 54
329 308 2
329 409 41
330 331 62
330 80 19
330 1887 68
330 1869 79
331 332 74
331 1581 73
331 591 72
331 117 89
331 1221 58
332 333 30
332 1359 94
332 981 76
333 334 49
333 381 71
333 1829 34
333 1481 2
333 1307 78
333 112 53
333 415 29
333 1122 60
334 335 1
334 1096 70
334 1056 87
334 205 28
334 1456 13
334 886 30
335 336 54
335 65 45
335 1855 99
335 463 63
335 301 50
335 1053 5
335 1286 30
335 512 38
336 337 81
336 1150 54
336 322 73
336 151 79
336 827 61
336 1212 62
337 338 94
337 1578 18
337 1074 6
337 1764 6
337 56 93
337 1597 92
337 1391 55
338 339 41
338 950 95
338 253 68
339 340 47
339 1662 85
339 1429 24
339 452 53
339 445 89
340 341 14
340 791 12
341 342 42
341 828 72
341 504 18
341 1488 78
341 540 32
342 343 58
342 860 75
342 1083 75
342 1060 97
342 91 46
343 344 89
343 283 31
343 1652 78
343 1594 22
344 345 82
344 71 49
344 975 71
344 660 94
344 1979 14
344 277 45
345 346 8
345 905 84
345 90 26
345 1617 47
346 347 29
346 303 41
346 872 68
346 1259 84
346 1534 5
346 1319 75
347 348 71
347 604 65
347 687 66
348 349 34
348 485 71
349 350 94
349 1276 75
350 351 20
350 691 31
350 452 60
350 753 43
350 1449 69
350 269 2
351 352 92
351 1030 7
351 779 50
351 7 7
351 1495 88
352 353 85
352 1617 99
352 1145 25
352 1465 17
352 129 52
352 779 41
352 499 18
352 152 17
353 354 84
353 703 43
353 1553 90
353 600 17
353 1670 53
354 355 89
354 552 85
354 1878 87
354 1574 54
354 799 66
354 1354 97
354 1907 46
355 356 6
355 1913 45
356 357 82
356 1803 47
356 534 53
356 141 98
356 1181 66
356 299 35
356 939 8
357 358 24
357 1575 32
357 850 5
357 1383 16
358 359 36
358 1527 71
358 1683 92
358 332 83
358 55 67
359 360 99
359 389 71
359 1398 77
359 182 96
359 1313 41
359 14 32
360 361 40
360 1624 86
360 1037 17
360 1374 82
360 1212 16
361 362 50
361 1294 99
361 125 67
361 1011 55
362 363 19
362 1721 56
362 227 31
362 103 28
363 364 13
363 503 65
363 1112 87
363 1338 43
363 1591 35
364 365 47
364 513 42
364 1048 16
364 278 91
364 1207 96
365 366 45
365 367 97
365 62 8
365 602 35
365 1685 57
365 757 70
365 1997 80
366 367 24
366 1789 40
366 1920 76
366 1464 57
366 723 3
367 368 1
367 1255 90
367 1711 54
368 369 47
368 857 32
368 1788 42
368 279 26
368 1562 96
368 1415 25
368 79 96
369 370 37
369 441 40
369 1394 9
369 474 18
369 628 11
370 371 71
370 148 10
370 1116 83
371 372 14
371 1789 54
371 714 70
371 941 65
371 393 89
371 1928 21
371 269 46
371 574 72
372 373 96
372 148 71
372 248 71
372 1341 58
372 841 60
373 374 51
373 370 73
373 1291 31
373 310 40
374 375 57
374 1531 58
374 1511 24
374 209 35
375 376 81
375 1095 40
375 1071 54
375 1676 26
375 800 55
375 1374 8
376 377 3
376 1651 20
376 1653 80
376 1859 45
376 174 9
376 1706 20
377 378 98
377 1893 81
378 379 31
378 446 54
378 1141 18
378 1654 63
378 3 63
378 1695 81
379 380 73
379 265 96
379 694 96
380 381 8
380 1539 85
380 458 4
380 1817 48
380 1391 89
380 1531 65
381 382 64
381 877 82
381 497 54
381 841 3
381 1510 45
381 445 53
381 1357 62
381 793 73
381 158 24
381 955 59
381 979 10
382 383 35
382 60 49
383 384 33
383 1500 70
383 1805 87
384 385 9
384 1642 2
384 1111 27
384 1705 42
384 1305 19
385 386 32
385 589 37
385 834 38
385 906 45
385 1316 32
385 170 50
386 387 92
386 1811 58
386 873 17
386 1377 34
387 388 58
387 424 85
387 1337 4
387 142 51
387 1089 35
387 12 39
387 101 60
388 389 34
388 1049 55
389 390 10
389 1441 4
389 222 56
389 442 26
389 249 56
389 148 28
389 303 25
389 1101 40
390 391 22
390 575 69
390 1410 58
390 777 43
390 712 35
390 810 10
390 259 98
390 50 21
391 392 79
391 1700 37
391 1433 65
391 981 44
392 393 20
392 1733 48
392 764 22
392 75 75
392 1601 32
392 202 37
392 663 89
393 394 1
394 395 74
394 1957 37
394 963 66
394 1221 39
394 486 89
394 442 72
394 1821 29
394 1383 98
395 396 12
395 1313 52
395 205 7
395 1786 17
395 91 43
395 426 65
396 397 45
396 1784 78
396 1683 66
396 1169 11
396 230 50
396 1077 72
396 1083 84
396 101 62
396 1989 6
397 398 79
397 859 65
397 390 43
397 1165 44
397 624 91
397 1822 21
397 1970 42
398 399 4
398 155 55
398 1197 45
399 400 61
399 1173 5
399 1019 30
400 401 39
400 1600 51
400 269 4
400 836 73
401 402 19
401 1779 25
401 1109 87
401 1155 20
401 1406 8
401 127 18
401 80 19
402 403 80
402 1717 84
402 1641 32
402 1198 63
402 706 58
402 223 56
403 404 91
403 1934 34
403 1684 47
403 1731 72
404 405 18
404 802 6
404 576 26
404 728 17
404 503 78
405 406 19
405 1990 38
406 407 32
407 408 8
407 1838 70
408 409 3
408 205 88
408 894 36
409 410 68
410 411 72
410 1336 19
410 464 97
411 412 57
411 1073 48
411 619 32
411 501 98
411 1440 89
411 56 98
411 1847 20
412 413 67
412 1847 85
412 357 28
412 806 20
412 364 53
412 361 99
412 328 83
413 414 90
413 111 33
413 107 59
413 120 50
414 415 91
414 1396 98
414 1858 16
414 679 30
414 1090 89
415 416 44
415 1422 55
415 338 98
416 417 18
416 194 98
416 588 62
416 1756 17
416 1909 100
416 1115 62
417 418 15
417 489 72
417 65 12
417 527 69
418 419 70
418 1613 92
419 420 3
419 757 93
419 1051 40
419 798 18
419 1902 35
419 383 88
420 421 32
420 1733 46
420 655 20
420 627 17
421 422 70
421 719 46
422 423 57
422 1150 39
423 424 25
423 1372 21
423 1415 57
423 1645 72
423 88 37
423 1909 78
424 425 99
424 1160 46
424 938 35
424 374 82
424 1437 32
425 426 100
425 351 12
425 1725 87
425 446 46
426 427 65
426 1547 63
426 1990 90
426 1602 94
426 181 67
426 133 89
426 1247 70
426 1135 18
427 428 63
427 1710 18
427 1133 55
428 429 99
428 192 97
428 1522 100
428 538 23
428 1102 77
428 100 30
428 124 27
429 430 26
429 113 81
429 660 77
429 1424 59
429 1566 61
430 431 81
430 628 48
430 271 36
430 812 92
430 1286 42
430 1752 63
431 432 1
431 659 53
431 406 93
432 433 5
432 706 71
432 1241 22
432 227 41
432 1169 74
432 1148 98
432 1795 78
432 611 93
432 1150 96
433 434 74
434 435 72
434 594 74
434 1357 89
434 1249 44
434 1374 11
435 436 48
435 1157 34
435 449 39
435 704 70
435 425 39
436 437 96
436 195 33
436 1608 4
436 555 44
437 438 69
437 939 7
438 439 93
438 181 22
438 714 97
439 440 7
439 296 40
439 1634 75
439 1870 97
440 441 38
440 268 38
440 641 3
440 510 63
440 7 36
440 361 55
440 916 3
441 442 25
441 117 7
441 789 46
441 1786 2
441 514 26
441 1410 84
441 429 8
442 443 94
442 1532 65
442 1151 83
442 1557 83
443 444 48
443 4 38
444 445 81
444 1610 10
444 409 95
444 1073 74
444 1516 37
444 1044 72
445 446 2
445 921 80
445 778 23
445 664 96
446 447 3
446 1027 61
446 1712 46
446 1664 8
447 448 85
447 1567 23
447 664 31
447 587 8
447 1400 18
447 1122 61
447 1550 35
448 449 81
448 323 55
448 1854 11
448 245 7
448 863 82
448 1664 99
448 1956 97
448 714 75
449 450 31
449 506 25
449 594 44
449 14 19
449 35 72
449 71 32
449 289 15
450 451 11
450 1783 35
450 893 57
451 452 75
451 441 82
451 522 37
451 1101 54
451 151 77
451 313 11
451 745 64
